Year,Reg,Group,Bra15,Bra16,Bra17,Bra18,Bra19,Bra20,Bra21,Bra22,Bra23,Bra24,Bra25,Bra26,Bra27,Bra28,Bra29,Bra30,Bra31,Bra32,Bra33,Bra34,Bra35,Bra36,Bra37,Bra38,Bra39,Bra40,Bra41,Bra42,Bra43,Bra44,Bra45,Bra46,Bra47,Bra48,Bra49,Bra50,Bra51,Bra52,Bra53,Bra54,Bra55
2015,1142,U,1356,8641,15516,26608,46857,60365,69206,90216,92537,99060,118330,114445,116123,116718,97565,90882,87314,74337,70317,59328,54637,43456,31164,24489,20224,13038,8214,5614,3824,1449,564,407,405,0,0,0,0,0,0,0,0
2015,1142,R,4363,7815,20779,54022,70848,88280,101457,104826,113658,120017,117599,115699,103071,95992,96944,80162,77109,67888,59172,60241,48760,44939,30012,29816,18753,7256,7401,3653,3289,1793,1808,0,0,0,0,0,0,0,0,0,0
2015,1146,T,1942,4215,12180,24114,43200,58273,70574,77963,89383,103602,108205,111786,113107,108509,100163,96773,91082,82120,73206,62491,54902,47952,38972,31752,23574,16931,11839,7197,3641,2280,1049,583,213,105,80,57,0,0,0,16,0
2015,1146,U,1896,4219,11926,24611,44084,58883,73445,80896,92719,108270,113082,119044,119685,115350,106214,101964,96024,86115,76534,66394,57630,50590,41287,33405,24597,17337,12267,7540,3998,2311,1098,656,258,102,49,70,0,0,0,20,0
2015,1146,R,2151,4200,13319,21844,39099,55436,57278,64506,73905,81745,85394,78085,82423,76607,71429,71919,67211,62792,57151,43087,41325,35022,27635,23623,18438,14902,9715,5477,1878,2128,806,239,0,117,222,0,0,0,0,0,0
2015,1154,T,2501,8700,15677,29064,44678,57702,67891,71834,86542,103464,108286,110514,118888,105754,99658,91530,86489,78524,67982,57086,44000,43091,29057,25996,13963,12865,8820,6161,1840,2057,967,800,0,0,0,0,0,0,0,0,0
2015,1154,U,981,5190,12458,16466,32517,40557,46402,49791,69317,85645,96427,100246,114252,102613,90120,84769,81364,78964,66297,57942,44778,43052,29438,24454,14827,13463,9221,6004,2173,2261,1187,613,0,0,0,0,0,0,0,0,0
2015,1154,R,5175,15469,22440,59833,73484,99958,129555,146771,145815,158468,143495,138018,129966,113010,122941,107702,98955,77394,72273,54917,41990,43188,28125,29611,12005,11470,7896,6501,1140,1657,555,1153,0,0,0,0,0,0,0,0,0
2015,1161,T,2033,10219,15755,33014,45139,61172,68972,75733,89037,100792,106509,112617,110260,104761,100557,93226,88415,78477,69629,64394,48650,45813,37467,23169,19387,14000,8173,6923,2375,1106,386,547,268,0,0,0,242,226,0,0,0
2015,1161,U,2228,7522,11504,20658,33482,45629,51707,60394,66999,85044,94039,101795,96463,92326,97087,83320,83034,71434,67794,61246,46324,41541,37040,22498,16797,14108,8260,6452,2385,1166,352,190,372,0,0,0,337,316,0,0,0
2015,1161,R,1558,16781,27342,78053,89026,111111,130120,133489,176218,162716,152014,148586,153417,143384,111693,125096,106045,100979,75575,75188,56391,59100,38770,25225,27568,13671,7917,8273,2347,935,480,1457,0,0,0,0,0,0,0,0,0
2015,1166,T,2812,10022,18072,32455,46861,59104,70076,74478,81806,99779,100453,94045,102690,100711,89472,83350,82165,72943,57867,52544,44368,40324,33903,25610,14193,12228,9954,4028,2258,1361,154,158,0,0,147,0,0,0,0,0,0
2015,1166,U,2360,10175,15154,25657,36660,52193,67041,71190,78378,99782,104508,96120,109053,112480,97553,90222,90552,76964,62358,57390,48838,41836,34515,27533,14450,12168,9053,4544,2603,1213,208,0,0,0,205,0,0,0,0,0,0
2015,1166,R,3947,9590,27337,60999,86034,84704,81349,86507,94079,99767,88017,87942,84892,67701,66470,63058,56857,60455,43975,37389,30110,35250,31892,19596,13403,12415,12805,2438,1214,1799,0,588,0,0,0,0,0,0,0,0,0
2015,1168,T,3225,9285,18006,32247,57802,60297,80133,78394,88702,96648,105042,97398,94427,95421,88395,81857,76355,66081,57794,48542,47007,38089,27513,19510,16670,11324,7649,4525,2066,936,408,285,144,0,0,0,0,0,0,0,0
2015,1168,U,2416,7007,11531,26017,49906,51609,66618,73278,87619,93587,106339,100490,98952,94889,88103,84585,82440,69009,64666,53698,49165,40636,27627,20978,16597,11275,7590,5302,2705,1528,443,232,236,0,0,0,0,0,0,0,0
2015,1168,R,4308,12651,27928,41867,70064,74449,102919,87355,90700,102403,102564,91531,86076,96386,88948,76456,64644,60522,44577,38572,42925,33380,27305,16952,16798,11406,7746,3253,1063,0,353,370,0,0,0,0,0,0,0,0,0
2015,1128,T,2108,10449,21241,35020,51527,66748,82944,83437,102306,103756,107776,116616,110082,113977,97890,88855,83580,76357,66338,62826,52517,43427,33191,25940,17052,14520,9678,5779,4401,1889,1272,120,0,0,0,0,0,0,0,0,0
2015,1128,U,1022,8513,16961,27794,42947,58279,70119,73212,93612,99377,110713,116770,112462,119800,99627,92290,87202,79202,69010,66412,53650,44927,34386,26670,17601,15072,9404,5332,4870,2132,1349,156,0,0,0,0,0,0,0,0,0
2015,1128,R,5378,17361,38140,65327,86431,104079,142790,131439,139484,120730,96833,116043,101110,92427,91383,75546,68580,64432,55317,48485,47949,37383,28466,23067,14902,12400,10727,7481,2630,1017,1014,0,0,0,0,0,0,0,0,0,0
2015,1170,T,2129,9209,21582,33725,54817,65603,70781,84175,95044,97674,99381,104993,98141,95957,90069,82282,79736,72916,64778,54756,46920,39402,31899,23631,17432,11815,9201,4308,2598,1265,479,413,106,104,0,96,0,0,0,0,0
2015,1170,U,1688,7297,19693,29590,45445,62934,66692,83526,92710,97793,99879,109582,102041,101529,95367,86345,84898,79053,69031,58684,50770,41698,33690,24740,17757,12625,9332,4590,2890,1521,498,406,141,139,0,0,0,0,0,0,0
2015,1170,R,3357,14603,27027,46664,84517,73803,83261,86188,102323,97307,97839,91316,86885,79936,74124,70079,64254,54140,51146,42003,34328,31789,25914,19891,16311,9074,8741,3295,1594,397,415,433,0,0,0,392,0,0,0,0,0
2015,1178,T,2075,6060,14265,27693,46061,55437,68240,77661,82268,96592,107799,109312,115397,116712,107598,98378,92131,82503,76659,62281,57667,50245,41207,33632,22836,16176,12313,6787,5238,2108,459,119,359,0,0,222,0,0,0,0,90
2015,1178,U,1530,5729,13484,22812,43298,51053,63489,72313,75527,94879,107044,110424,117784,119814,109312,99007,94703,84959,79020,65176,60169,51149,43339,34826,23100,16789,12778,7011,5593,2385,138,145,441,0,0,136,0,0,0,0,111
2015,1178,R,4457,7483,18059,54778,60340,77801,93599,109589,125367,107473,112351,102961,101802,99444,97735,94505,76256,67610,62478,45118,43668,45221,29177,26990,21330,12739,9753,5563,3386,683,2039,0,0,0,0,592,0,0,0,0,0
2015,1145,T,650,2157,5644,13277,23578,35129,44374,49475,57472,66299,75120,92037,101381,101657,93684,89086,87945,81664,70740,58434,51698,49152,41294,33264,24416,19446,13270,8886,5489,2807,1832,1211,783,422,264,228,107,51,10,9,64
2015,1145,U,637,2117,5717,13181,23554,35023,44158,49232,57027,65904,74544,91570,100918,101280,93244,88607,87738,81288,70364,58167,51369,48874,41213,33110,24309,19397,13299,8876,5438,2773,1840,1224,792,426,255,231,108,51,10,9,55
2015,1145,R,1751,5386,0,20888,25663,44369,62810,71320,99602,106215,132353,134692,141713,133482,132256,130944,104965,111943,100741,81973,81505,72623,48081,46268,34020,23897,10597,9785,10220,6211,1058,0,0,0,1040,0,0,0,0,0,772
2015,3100,T,1878,5569,14187,25071,39854,49704,59485,66323,77747,89140,100468,109328,113344,113418,106562,102669,96385,86353,76927,66459,58351,51028,41603,33416,24087,17970,12380,7062,4140,2212,1091,568,304,121,115,40,48,18,43,32,48
2015,3100,U,1554,4962,12099,20705,34154,43047,52665,58886,69985,83783,97392,107562,113494,114382,108472,104767,98721,88862,79135,68462,60109,52983,43307,34197,24842,18724,12799,7383,4283,2358,1152,605,347,145,126,48,57,22,51,39,58
2015,3100,R,3371,8690,26014,56704,81509,98314,111643,129530,148487,133514,124149,122235,112272,106676,93057,87863,80124,69055,61958,52881,46504,38237,30520,28364,19260,13171,9752,5066,3264,1313,731,366,72,0,64,0,0,0,0,0,0
2015,1186,T,1442,8111,15968,29756,39169,58745,58685,77737,85775,108115,122655,121594,117240,121602,104307,110231,110999,86862,75877,67390,55329,56180,44486,31215,19477,14652,9907,5636,3446,1538,235,245,0,0,0,0,0,0,0,0,0
2015,1186,U,1390,7228,12319,23337,30595,46984,52900,63736,72297,93357,111852,111342,115295,115415,96092,105637,109857,86106,73475,67125,56480,59631,45091,28869,19432,15721,11014,5051,3722,1625,292,308,0,0,0,0,0,0,0,0,0
2015,1186,R,1626,12024,37360,95238,125475,156986,104322,208191,261803,261398,217143,202312,130933,165079,163232,140515,118256,91485,90643,68966,48815,37933,41405,43478,19704,9490,4762,8216,2266,1164,0,0,0,0,0,0,0,0,0,0,0
2015,1187,T,1911,7510,22616,41729,56539,71949,85812,107121,121255,139709,134449,138525,131548,134729,118160,109081,98863,88033,77119,68083,54927,49292,46796,31259,23061,16635,9402,5972,4805,2735,1322,340,172,0,0,0,0,0,0,246,0
2015,1187,U,934,5606,18820,26940,41515,51205,59489,78717,90117,110900,114904,121723,116262,123016,106282,99449,94588,84003,71059,66712,52370,47229,44820,30319,22335,15895,8652,5509,4416,3198,1048,439,224,0,0,0,0,0,0,327,0
2015,1187,R,5133,14908,39642,155676,163022,214487,280040,391892,565766,407489,280936,246254,219063,197326,181244,163058,123636,110188,110599,75255,67304,58992,55534,35439,26389,19984,12618,7896,6436,824,2340,0,0,0,0,0,0,0,0,0,0
2015,1111,T,1139,6393,20926,35135,55100,56129,76254,83372,106435,115855,122898,128753,125985,117717,111302,112924,96277,89056,75289,66127,60197,46601,42187,32975,22200,15607,11873,6913,2584,1939,670,137,135,0,0,0,0,0,0,0,0
2015,1111,U,507,5265,18111,26938,40608,43180,59845,60534,79638,93466,105947,113280,113420,106611,102090,105472,92219,87610,72489,65486,58404,46103,44166,33314,21993,15045,11179,7185,2160,1806,865,179,0,0,0,0,0,0,0,0,0
2015,1111,R,3026,10526,32755,89764,154705,155259,219739,426036,626506,368132,264339,240594,209903,194208,175408,162346,122066,97614,90749,69511,69430,49068,32674,31410,23125,18034,14633,5853,4254,2432,0,0,544,0,0,0,0,0,0,0,0
2015,111,T,0,11905,31250,93960,89202,133333,137931,152941,189781,197183,150877,125413,163662,131234,135638,133705,110953,98065,102171,81522,72386,41026,62338,52174,25357,22838,16234,16835,3442,0,0,0,0,0,0,0,0,0,0,0,0
2015,111,U,0,12012,21448,57637,36585,79787,84034,77170,152542,116162,126697,114519,159468,112121,123418,111675,93333,93939,102009,79602,64516,34810,62295,61151,23256,24242,12632,14085,4843,0,0,0,0,0,0,0,0,0,0,0,0
2015,111,R,0,11696,57554,220000,265306,474576,1100000,965517,421053,514851,234375,170940,184874,254902,200000,236220,213592,121739,102941,90226,111111,67568,62500,14925,34783,16949,28369,23810,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1119,T,2914,7111,14699,29496,53268,64059,77271,85516,106216,114028,127936,129702,130662,133667,120888,115603,107594,92759,77530,70753,64495,53971,42130,32607,24566,17453,11202,6982,4835,1186,274,700,0,0,0,113,0,105,0,0,0
2015,1119,U,3298,6630,12303,23828,46640,51728,64916,70543,89658,104301,121336,123417,127540,133585,122503,118654,110400,94428,79620,72548,67915,56480,44637,32897,25785,18026,11816,8121,4989,895,0,802,0,0,0,163,0,153,0,0,0
2015,1119,R,1987,8514,22481,50237,77308,114533,133607,153183,190037,154586,153575,155246,144026,134013,114111,102413,95950,86011,69229,63724,51586,44742,32778,31537,20228,15484,9231,3522,4397,2000,993,464,0,0,0,0,0,0,0,0,0
2015,1127,T,2409,4180,17903,33034,44993,62132,65998,84728,102034,103636,109639,118719,117439,114502,103457,90748,99290,82505,77597,65916,63118,50219,39063,30323,23517,13570,9960,6443,4207,1569,597,470,799,0,153,0,0,0,0,0,119
2015,1127,U,987,2589,12948,27162,34180,47374,51296,75139,87850,97751,105472,116236,117298,114097,105778,92545,100647,82244,80893,68052,61760,52445,40507,29905,24325,14473,9428,6579,4251,1264,759,594,1013,0,195,0,0,0,0,0,152
2015,1127,R,6306,9217,34126,53611,82517,111214,112110,116327,151412,123870,123775,127304,117944,115942,95185,84476,94587,83455,65603,58247,68106,42053,33672,31814,20650,10253,11988,5927,4040,2717,0,0,0,0,0,0,0,0,0,0,0
2015,1141,T,1769,5456,15845,28792,42766,47174,61040,68118,71680,74340,82081,81091,79981,78348,72202,73986,66217,58044,53947,44112,40525,34900,28048,24821,16608,13242,9999,5075,2628,1250,866,553,186,0,83,0,0,0,65,0,0
2015,1141,U,1337,6441,14971,28041,41088,46237,65877,76166,80225,83073,92128,93313,89994,90582,85251,85191,75198,67742,60776,49630,46714,39567,32565,26585,18029,14313,10575,5795,3026,1480,778,421,283,0,0,0,0,0,97,0,0
2015,1141,R,2612,3510,17590,30193,45802,48884,52285,54342,57419,59691,65657,60900,63197,57993,50163,55082,50856,41224,42149,34223,29038,26343,19550,21315,13778,11112,8812,3537,1787,770,1041,806,0,0,246,0,0,0,0,0,0
2015,1147,T,2031,7421,10749,28064,52587,58141,79529,89297,99093,114788,118009,108392,112179,112744,101422,96932,89221,82394,67223,59989,54604,45597,40968,26906,22210,15261,7241,4602,2880,1580,734,582,0,0,0,0,0,0,0,0,0
2015,1147,U,2196,7043,10229,28174,51868,59712,78109,86972,95533,112414,120655,108700,112935,115750,103872,98193,89081,83100,68889,61681,56617,46054,41632,27146,22692,15760,7536,4741,2909,1692,784,622,0,0,0,0,0,0,0,0,0
2015,1147,R,0,12220,17738,26455,62992,37296,99751,131250,162304,148276,83565,104496,103199,75314,69717,80522,91003,72928,43531,35971,26222,38977,31325,23502,14963,7663,2656,2567,2475,0,0,0,0,0,0,0,0,0,0,0,0
2015,1149,T,5341,7241,19507,35933,56841,69501,74398,92771,96106,114750,108586,124878,125279,111000,97250,96573,88133,83861,71974,65676,49645,48225,39185,29543,24327,17214,10744,5352,2447,969,1242,0,0,0,0,0,0,0,0,0,0
2015,1149,U,5775,5998,18772,28140,55789,60019,67171,82204,85929,112318,106348,122379,135367,114429,102635,102142,98762,92029,75332,68348,50798,52733,41412,29125,24551,19036,11252,5790,2587,966,1347,0,0,0,0,0,0,0,0,0,0
2015,1149,R,4270,10736,21756,64151,60391,100156,98726,131746,132881,122955,116014,132680,93513,100249,80380,78959,54529,56990,61083,57377,45923,33898,32121,30888,23647,11456,9100,3994,2012,977,945,0,0,0,0,0,0,0,0,0,0
2015,1158,T,3629,5841,14993,28913,57700,67803,73345,86871,92474,109530,124822,121295,117924,121218,98120,94514,87245,81462,71867,62945,51793,47144,35163,28641,19484,14752,8526,6512,3301,879,685,706,0,0,0,0,392,0,0,0,0
2015,1158,U,3375,4753,12422,22310,46500,60459,59502,78535,80306,104701,124198,122582,118258,125978,100454,102072,87301,83922,80666,63559,56494,49535,38065,30769,19200,15446,9001,6331,3556,1200,941,655,0,0,0,0,560,0,0,0,0
2015,1158,R,4274,8895,22883,51993,97770,90772,121212,120761,147335,129887,127241,116870,116854,105680,90233,67506,87044,72534,41123,60934,36346,38974,25126,21380,20389,12641,7117,7039,2565,0,0,834,0,0,0,0,0,0,0,0,0
2015,1140,T,965,3610,7819,13486,24153,34190,42001,43651,55516,68374,85040,101889,112867,115015,114826,109526,103932,94973,86812,73764,64453,57954,46053,39812,28547,22524,16295,8888,5256,3274,1639,774,529,325,254,80,77,24,92,44,110
2015,1140,U,965,3610,7819,13486,24153,34190,42001,43651,55516,68374,85040,101889,112867,115015,114826,109526,103932,94973,86812,73764,64453,57954,46053,39812,28547,22524,16295,8888,5256,3274,1639,774,529,325,254,80,77,24,92,44,110
2015,1140,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2015,3700,T,2993,7450,20139,38543,57511,76008,84783,87692,97456,102785,108220,114375,114756,110478,100747,95530,88864,78963,69317,59388,52435,44507,36553,28700,19417,14527,9884,5824,3660,1717,830,419,102,101,43,20,10,28,0,0,25
2015,3700,U,2330,6157,16735,30880,48192,66076,71395,75695,83741,92989,102485,114269,118005,113341,105144,99619,93832,83754,74539,62176,56022,47354,39519,31173,20573,15068,10264,6052,3808,1779,1022,464,126,126,68,16,16,45,0,0,39
2015,3700,R,3907,9242,25009,50146,72033,92294,108598,111751,127608,124547,120662,114596,108156,104712,91756,87179,78826,69246,58804,53677,45203,38958,30844,24057,17227,13511,9188,5409,3395,1602,480,340,61,59,0,27,0,0,0,0,0
2015,1179,T,2386,8219,16674,37869,63221,78878,101359,93528,107823,110808,104494,115906,108086,102631,98869,100371,80281,68600,56229,52772,45804,44368,31589,32803,19473,15113,15347,4253,3594,1326,1022,0,0,0,0,0,0,0,0,0,0
2015,1179,U,1119,4233,13381,18547,41522,70291,79701,70511,83244,89397,92079,113080,103696,115374,104167,105800,85873,75615,63580,59988,50464,43451,37504,33797,15702,12278,17633,3968,3937,680,1421,0,0,0,0,0,0,0,0,0,0
2015,1179,R,3329,11245,19120,52288,79729,85458,120394,120510,141340,140136,120779,119169,112510,90155,93478,94675,74538,61520,48780,45290,40964,45297,25827,31865,23067,17808,13224,4531,3254,1940,655,0,0,0,0,0,0,0,0,0,0
2015,1185,T,1372,4610,20295,34958,50065,69896,85119,94552,110462,132184,119639,123252,113771,104685,88696,102703,88725,77952,70419,70433,57579,46814,49290,33223,29193,21363,15038,7366,3704,2430,0,1158,0,0,0,0,0,0,0,0,0
2015,1185,U,1464,5751,20877,27009,39500,66339,61125,82547,103070,116267,109677,142332,129847,119340,97945,127734,110050,98891,82139,72692,65302,52686,48884,39495,29868,22700,16301,7797,4000,4040,0,1270,0,0,0,0,0,0,0,0,0
2015,1185,R,1290,3645,19778,42838,60373,73439,107889,106035,117405,146275,128734,105922,99537,92038,80437,80032,69364,57803,58626,68193,49702,40859,49703,26831,28523,20112,13873,6981,3448,1107,0,1064,0,0,0,0,0,0,0,0,0
2015,1103,T,2357,6327,17690,35947,58683,77091,89008,94432,105664,110448,117616,123875,124148,121290,106444,102114,94262,83766,74060,61912,56100,47382,38625,29469,20502,14968,10908,6174,4713,2027,721,489,87,58,111,0,26,24,0,0,42
2015,1103,U,1454,5036,13662,27622,51977,71315,78980,88213,95179,105693,120669,131400,135584,130315,117122,111437,105739,93243,84241,69132,64065,53026,45650,34653,24708,16093,12170,6831,5038,2228,900,468,159,54,204,0,48,46,0,0,79
2015,1103,R,3240,7597,21805,45059,66179,83810,101504,102703,121023,117708,113047,113090,107810,108306,91052,88887,78104,70259,59799,51710,44966,39826,29369,22753,15022,13512,9293,5331,4302,1766,489,514,0,63,0,0,0,0,0,0,0
2015,1112,T,3978,11681,28876,55152,72142,86339,99660,111348,117766,131520,131577,130220,119280,110660,105720,102281,89834,87342,72702,69103,56516,45605,40514,30479,23545,13405,9353,6221,3998,2545,791,328,326,0,0,0,0,0,0,0,0
2015,1112,U,3594,11750,27055,51957,68429,75042,91633,100773,108376,125601,128016,131103,118645,112535,110200,104978,91146,86629,77486,68367,55421,45003,39700,30011,23289,14218,9566,5533,3627,1953,922,487,248,0,0,0,0,0,0,0,0
2015,1112,R,4591,11574,31863,60453,78612,107061,115042,133570,137853,143748,138889,128371,120603,106732,96364,96512,86908,88950,61967,70771,59025,47017,42430,31531,24139,11510,8874,7799,4837,3861,504,0,473,0,0,0,0,0,0,0,0
2015,1118,T,2901,6739,18973,37937,57717,71303,73288,76515,80998,90975,97968,100909,101735,100953,94517,87104,84805,74724,66866,56620,48809,42645,33846,28721,17917,14395,8036,4698,2917,1297,936,371,61,180,0,0,0,0,0,0,0
2015,1118,U,2368,5859,15953,32506,47260,62072,62458,67593,70113,83264,91830,96557,103110,98590,94719,88191,85083,75610,68061,55975,48720,43676,34555,28917,17526,14071,7995,4226,3305,1365,973,400,80,159,0,0,0,0,0,0,0
