Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2002,3300,U,F,95339,356733,495307,782109,1041229,912635,845454,760297,834715,1035334,984676,872889,452128,720031,557131,544774,399158,168922,127297
2002,3300,R,B,87826,362995,531352,794966,672632,546824,552017,575496,686112,793257,666076,530005,269987,562259,491964,492730,295020,119129,96893
2002,3300,R,M,44869,185301,271569,406586,354182,284218,283752,297595,361690,419922,343871,263987,123629,236385,194846,171043,69419,20837,12052
2002,3300,R,F,42958,177694,259783,388381,318450,262606,268265,277902,324423,373336,322206,266019,146358,325874,297118,321687,225601,98293,84841
2002,1180,T,B,43048,167025,234720,353884,376040,297360,276081,273443,321528,372647,306484,238992,116989,209569,184256,170782,95839,35941,30639
2002,1180,T,M,21946,85001,119619,180199,186015,143373,136970,136121,159919,184216,147469,111102,51815,86566,72839,62397,26152,7687,4837
2002,1180,T,F,21103,82025,115101,173685,190025,153987,139112,137323,161609,188431,159015,127890,65174,123003,111418,108385,69687,28254,25802
2002,1180,U,B,25768,96493,134412,211448,264757,211842,189625,176957,203573,243925,207846,166299,80195,127182,103631,93553,55807,20617,16061
2002,1180,U,M,13176,49083,68618,107731,127355,100706,93207,86031,97225,115848,96860,75377,35211,51630,39883,33249,15829,4617,2845
2002,1180,U,F,12593,47411,65794,103717,137402,111136,96419,90926,106349,128077,110986,90922,44985,75552,63748,60304,39978,16000,13216
2002,1180,R,B,17280,70532,100308,142436,111283,85519,86456,96487,117955,128722,98638,72693,36794,82388,80626,77229,40032,15324,14578
2002,1180,R,M,8770,35918,51001,72469,58660,42668,43763,50090,62695,68368,50610,35725,16604,34937,32956,29148,10323,3070,1992
2002,1180,R,F,8510,34614,49308,69968,52623,42851,42693,46397,55260,60355,48029,36968,20190,47451,47670,48081,29709,12254,12587
2002,1188,T,B,6824,25731,36830,61426,68235,54945,48730,45688,55678,69318,62149,48414,21320,35945,29516,28787,18513,7278,4428
2002,1188,T,M,3491,13043,18721,31533,33727,27206,24327,22458,27495,34036,29890,23059,9797,14575,10927,9219,4307,1238,542
2002,1188,T,F,3333,12688,18110,29893,34508,27739,24404,23230,28184,35282,32259,25355,11523,21370,18590,19568,14207,6040,3887
2002,1188,U,B,4035,14926,20922,36053,46047,37487,32056,28673,34424,43673,40978,33228,14753,22971,17019,15558,10756,4408,2679
2002,1188,U,M,2051,7579,10765,18338,22309,18017,15563,13507,15982,20195,18783,15391,6641,9312,6415,5099,2713,832,365
2002,1188,U,F,1984,7347,10157,17715,23738,19470,16493,15166,18443,23479,22195,17837,8112,13660,10604,10459,8043,3577,2314
2002,1188,R,B,2790,10806,15909,25373,22189,17458,16674,17015,21254,25645,21171,15186,6568,12974,12498,13229,7758,2870,1750
2002,1188,R,M,1441,5464,7956,13195,11418,9189,8764,8951,11513,13842,11107,7668,3156,5264,4512,4120,1594,406,177
2002,1188,R,F,1349,5342,7953,12179,10771,8269,7911,8064,9741,11803,10064,7518,3412,7710,7986,9109,6164,2464,1573
2002,1189,T,B,6941,28048,42143,65588,72215,62339,61728,59975,67789,80855,71995,61705,29541,52457,41490,38541,27638,12213,8453
2002,1189,T,M,3557,14289,21595,33498,34882,30366,31373,30353,34094,40077,34916,28982,12898,21551,15789,12586,6316,1955,959
2002,1189,T,F,3385,13759,20549,32090,37333,31974,30356,29622,33695,40779,37079,32723,16643,30906,25702,25955,21323,10258,7494
2002,1189,U,B,4456,17237,24985,39605,50098,41994,39657,35801,40510,49845,45791,40221,18609,28603,19398,16177,11688,5016,3253
2002,1189,U,M,2281,8844,12869,20246,23640,19533,19159,16939,18895,23002,20742,18087,7929,11646,7396,5312,2892,913,459
2002,1189,U,F,2176,8393,12117,19359,26458,22462,20498,18862,21615,26843,25049,22135,10680,16957,12002,10865,8796,4104,2794
2002,1189,R,B,2485,10811,17158,25983,22117,20345,22071,24175,27279,31011,26204,21484,10933,23854,22093,22364,15951,7197,5200
2002,1189,R,M,1276,5446,8726,13252,11242,10833,12214,13415,15199,17075,14174,10896,4969,9905,8393,7274,3424,1043,500
2002,1189,R,F,1209,5366,8432,12731,10876,9512,9858,10760,12080,13936,12030,10589,5964,13949,13700,15090,12527,6155,4700
2002,1192,T,B,36259,143969,204873,305666,330692,275070,270420,247201,286620,338302,294399,241676,118708,204501,160774,153936,96381,38093,32232
2002,1192,T,M,18514,73779,104651,155921,164141,132588,133481,122075,140539,164217,137527,111363,52637,84879,62757,53915,25401,7461,4836
2002,1192,T,F,17745,70190,100223,149745,166551,142482,136939,125126,146081,174085,156872,130313,66072,119623,98017,100021,70980,30632,27396
2002,1192,U,B,26580,101298,141048,219335,266795,222983,210388,183089,211612,260627,231501,190826,90890,136679,101777,93459,60241,23498,18234
2002,1192,U,M,13632,52064,72021,111687,130519,105654,102667,88446,99895,122160,104850,86242,40184,55638,38574,32332,16445,4908,3081
2002,1192,U,F,12948,49234,69027,107648,136276,117329,107721,94643,111717,138467,126651,104584,50706,81041,63203,61128,43797,18591,15153
2002,1192,R,B,9679,42671,63825,86332,63898,52087,60032,64112,75009,77675,62898,50850,27819,67823,58997,60477,36140,14595,13999
2002,1192,R,M,4883,21716,32630,44234,33622,26934,30814,33630,40644,42057,32678,25122,12453,29241,24184,21583,8957,2554,1755
2002,1192,R,F,4797,20956,31196,42098,30276,25153,29218,30483,34365,35618,30221,25729,15366,38582,34814,38894,27184,12041,12244
2002,1194,T,B,16626,62013,79973,127107,142142,124473,117932,102234,114621,144716,131545,106411,49683,75912,62905,57367,33908,14006,9613
2002,1194,T,M,8572,31725,40870,64558,70296,61217,58797,50600,56098,69685,62160,49146,22137,30758,22909,18012,7710,2251,1215
2002,1194,T,F,8054,30288,39104,62549,71846,63257,59135,51634,58523,75031,69385,57265,27546,45154,39997,39355,26198,11755,8398
2002,1194,U,B,11203,40539,51325,81755,104921,92799,86624,71694,76391,98217,94104,79532,38162,53673,41150,35887,22494,9397,6580
2002,1194,U,M,5774,20796,26280,41386,50502,44536,42175,34618,35960,45064,42718,35647,16665,21613,15004,11505,5509,1596,959
2002,1194,U,F,5429,19743,25045,40370,54419,48263,44449,37076,40431,53153,51386,43886,21497,32061,26146,24383,16985,7801,5621
2002,1194,R,B,5423,21474,28648,45352,37222,31675,31308,30540,38230,46499,37441,26879,11522,22239,21756,21480,11414,4609,3033
2002,1194,R,M,2798,10930,14590,23173,19795,16681,16622,15982,20138,24621,19442,13500,5473,9145,7905,6508,2201,655,257
2002,1194,R,F,2625,10545,14059,22179,17427,14994,14686,14558,18092,21878,17999,13380,6049,13094,13851,14972,9214,3954,2777
2002,1197,T,B,12156,48644,69160,109059,116862,97145,95945,91358,103023,114318,98458,82124,40799,68736,59257,50606,33146,14271,10555
2002,1197,T,M,6220,24834,35281,55707,56708,46787,47383,45030,51728,56422,47204,38414,18098,28365,22331,17067,8119,2468,1480
2002,1197,T,F,5936,23811,33879,53352,60154,50358,48563,46328,51295,57896,51254,43711,22701,40371,36926,33539,25028,11804,9076
2002,1197,U,B,7345,27387,38253,63721,81518,67805,62958,57069,64471,73478,65181,54171,25709,36823,26033,21081,14519,5908,3959
2002,1197,U,M,3755,13896,19490,32323,38154,31423,29945,26393,30023,33766,29536,24339,11118,15167,9997,7169,4020,1168,710
2002,1197,U,F,3591,13491,18763,31398,43364,36382,33014,30676,34449,39713,35646,29832,14591,21656,16036,13912,10499,4740,3249
2002,1197,R,B,4811,21258,30907,45338,35345,29340,32987,34290,38552,40840,33277,27953,15091,31913,33224,29525,18628,8364,6596
2002,1197,R,M,2465,10938,15791,23385,18555,15364,17438,18638,21706,22656,17669,14075,6980,13198,12335,9898,4099,1300,770
2002,1197,R,F,2346,10320,15116,21954,16790,13977,15549,15652,16847,18184,15608,13879,8111,18715,20890,19627,14529,7064,5827
2002,1157,T,B,29159,106886,140451,217054,253709,216979,217465,189683,195440,238423,229735,202250,98194,148854,114662,110781,70291,27358,18089
2002,1157,T,M,14898,54588,71749,110428,126149,107113,108366,94439,96583,115933,108507,93810,43703,60255,42274,36139,16776,5011,2679
2002,1157,T,F,14261,52298,68702,106626,127561,109866,109099,95244,98858,122490,121228,108440,54492,88599,72388,74643,53515,22347,15410
2002,1157,U,B,21220,75579,98215,152805,194892,170405,170677,145191,144801,176615,173807,157317,78268,114413,85783,79592,51742,20288,13259
2002,1157,U,M,10831,38574,50267,77674,94850,82938,84069,71367,69951,83381,79509,71097,34108,45560,31156,25998,12765,3845,2109
2002,1157,U,F,10389,37005,47948,75131,100043,87468,86609,73824,74850,93234,94299,86221,44160,68853,54628,53594,38978,16443,11150
2002,1157,R,B,7940,31307,42236,64249,58817,46574,46788,44493,50640,61809,55928,44933,19927,34441,28879,31190,18549,7070,4830
2002,1157,R,M,4067,16014,21483,32755,31299,24175,24298,23072,26632,32552,28999,22714,9595,14695,11119,10141,4011,1166,570
2002,1157,R,F,3873,15293,20754,31495,27518,22399,22490,21421,24008,29257,26930,22219,10332,19746,17760,21049,14538,5904,4260
2002,1133,T,B,12725,48456,66122,109576,129693,110782,103701,89906,101920,137957,131944,110634,48060,83855,73558,71751,45998,19791,12251
2002,1133,T,M,6534,24729,33912,56070,64457,54790,52363,45092,50386,67984,64680,53570,22386,34542,28060,23531,10921,3271,1448
2002,1133,T,F,6191,23728,32210,53506,65236,55993,51338,44815,51534,69973,67264,57064,25675,49313,45499,48220,35077,16521,10803
2002,1133,U,B,9160,33704,45121,73944,99390,86646,80530,66337,71741,96646,94518,81565,35435,58364,49266,47127,30957,13075,8106
2002,1133,U,M,4708,17214,23055,37712,48317,42090,40445,33068,34808,45983,44856,38403,16233,23753,18410,15487,7749,2290,1051
2002,1133,U,F,4452,16490,22066,36232,51073,44556,40086,33269,36933,50663,49662,43162,19202,34612,30856,31641,23209,10785,7055
2002,1133,R,B,3565,14753,21001,35632,30304,24136,23171,23570,30180,41311,37426,29069,12626,25491,24293,24624,15041,6717,4145
2002,1133,R,M,1827,7515,10857,18358,16141,12700,11919,12024,15578,22001,19825,15167,6153,10790,9650,8045,3173,981,397
2002,1133,R,F,1739,7238,10145,17275,14163,11437,11253,11546,14602,19310,17602,13902,6473,14702,14643,16580,11869,5736,3748
2002,1122,T,B,27210,108262,152246,236740,288344,257101,243359,226769,239920,305504,289910,253086,134336,212929,189530,171919,116305,47944,33773
2002,1122,T,M,13980,55408,78252,120914,147031,129761,121260,112545,117171,147387,136872,115422,58259,83440,69837,56512,28483,8997,5023
2002,1122,T,F,13231,52854,73994,115826,141314,127340,122099,114224,122749,158117,153038,137665,76078,129489,119693,115408,87822,38947,28750
2002,1122,U,B,21830,85215,117394,181560,231390,211759,201678,183215,187260,238275,232069,207281,111120,162511,134481,118081,81380,32964,23011
2002,1122,U,M,11205,43581,60383,92781,116312,104503,99162,89897,89352,111265,106357,92227,47594,63221,48815,38957,20948,6601,3832
2002,1122,U,F,10626,41634,57011,88780,115079,107256,102516,93318,97908,127010,125712,115054,63527,99290,85667,79124,60432,26364,19180
2002,1122,R,B,5380,23047,34853,55180,56954,45343,41682,43554,52660,67229,57842,45805,23216,50418,55049,53839,34925,14980,10762
2002,1122,R,M,2775,11828,17870,28133,30719,25259,22099,22648,27819,36122,30515,23195,10665,20219,21023,17555,7535,2397,1192
2002,1122,R,F,2605,11220,16983,27047,26235,20084,19583,20906,24841,31107,27327,22611,12551,30199,34027,36284,27390,12584,9571
2002,1153,T,B,21946,82419,117022,177046,197349,172143,156014,144493,162084,195033,166481,136717,69597,122058,89905,86307,52438,18601,15290
2002,1153,T,M,11264,42124,60096,90448,99675,86912,77260,71685,79515,95258,79296,64210,30922,50231,35611,30022,13375,3920,2595
2002,1153,T,F,10682,40295,56926,86599,97674,85232,78754,72808,82569,99775,87185,72507,38676,71827,54294,56285,39063,14681,12695
2002,1153,U,B,12097,43453,59415,90324,123840,110038,97684,84276,89750,111903,99795,84250,42123,67546,49268,46577,30075,10881,8273
2002,1153,U,M,6216,22275,30423,45840,59479,53701,48332,41692,43143,52742,46086,38479,18618,27199,18832,15621,7765,2353,1501
2002,1153,U,F,5881,21179,28992,44484,64361,56337,49353,42584,46607,59161,53709,45771,23505,40348,30436,30956,22311,8528,6772
2002,1153,R,B,9849,38966,57608,86723,73509,62106,58330,60217,72334,83130,66687,52467,27475,54512,40637,39731,22363,7720,7017
2002,1153,R,M,5048,19850,29673,44608,40196,33211,28929,29993,36372,42516,33211,25731,12304,23032,16780,14401,5611,1567,1094
2002,1153,R,F,4801,19116,27935,42115,33314,28895,29402,30224,35963,40614,33476,26736,15171,31480,23858,25330,16752,6153,5923
2002,1156,T,B,10963,43842,64859,103473,114807,100044,96918,93868,104162,125679,119115,111407,56311,96505,68237,66468,47580,19231,14259
2002,1156,T,M,5656,22591,33230,52754,56879,49455,48251,46352,51162,61144,56466,51687,24997,39638,26465,22728,11966,3731,1970
2002,1156,T,F,5307,21251,31629,50720,57928,50589,48668,47517,53000,64535,62649,59720,31314,56868,41772,43741,35614,15500,12290
2002,1156,U,B,7082,27601,40152,65137,81313,71697,67873,63819,68722,82525,79513,76161,38434,59191,39287,35553,25979,10353,7566
2002,1156,U,M,3657,14228,20576,33232,39704,35099,33597,31012,32715,38503,36228,34089,16671,24088,14950,12066,6704,2114,1186
2002,1156,U,F,3425,13373,19576,31905,41610,36599,34276,32808,36008,44023,43285,42073,21763,35103,24337,23487,19275,8239,6380
2002,1156,R,B,3882,16242,24707,38337,33494,28347,29045,30049,35440,43154,39602,35246,17877,37314,28950,30916,21601,8878,6694
2002,1156,R,M,2000,8364,12654,19522,17175,14357,14654,15340,18448,22641,20238,17598,8326,15550,11515,10662,5262,1618,784
2002,1156,R,F,1882,7878,12053,18815,16319,13991,14392,14709,16993,20513,19364,17648,9551,21765,17436,20254,16339,7261,5910
2002,1136,T,B,26982,99937,147625,223486,276854,253217,248363,225872,228630,271585,260715,240223,129930,198053,134841,134984,86227,32083,25276
2002,1136,T,M,13843,51495,75559,114367,141408,127419,123972,112826,111731,129439,120465,107279,56317,80879,51795,46004,23383,6849,4460
2002,1136,T,F,13139,48443,72067,109119,135446,125798,124391,113047,116899,142146,140250,132944,73613,117174,83046,88980,62844,25234,20816
2002,1136,U,B,21513,78220,113650,171547,228938,214134,208807,185780,181659,216961,212977,199657,107296,154878,104908,102914,67709,24911,18822
2002,1136,U,M,11065,40440,58108,87781,116812,107297,103819,92396,87525,101273,96440,87582,46211,62576,39705,34615,18666,5430,3521
2002,1136,U,F,10448,37780,55542,83767,112126,106837,104988,93385,94135,115688,116538,112075,61085,92302,65204,68300,49043,19481,15301
2002,1136,R,B,5469,21718,33975,51939,47916,39083,39556,40092,46971,54624,47738,40566,22634,43175,29933,32070,18519,7173,6454
2002,1136,R,M,2778,11055,17451,26587,24596,20123,20153,20430,24207,28166,24025,19697,10106,18303,12091,11389,4717,1420,939
2002,1136,R,F,2691,10663,16525,25352,23320,18961,19403,19662,22765,26459,23713,20869,12528,24872,17843,20681,13802,5753,5515
2002,1163,T,B,21519,85626,124158,192847,231647,201336,187193,179509,194554,222253,207386,184311,107214,177409,116161,111104,75324,29430,23793
2002,1163,T,M,11030,43850,63282,98344,116978,99973,92741,88831,94811,107275,97939,83911,46127,73136,45763,38795,20088,6198,3977
2002,1163,T,F,10490,41777,60877,94503,114669,101363,94452,90678,99743,114978,109447,100400,61087,104273,70398,72309,55236,23232,19816
2002,1163,U,B,15136,58679,83597,131787,177157,155873,143447,134806,142106,162633,154768,141338,82503,128209,82626,78446,54881,21431,16511
2002,1163,U,M,7737,29945,42420,67178,89265,77086,70710,66456,68022,76633,71272,62924,35115,52222,31896,26744,14809,4581,2922
2002,1163,U,F,7399,28734,41177,64609,87893,78787,72737,68351,74084,86000,83496,78415,47388,75987,50730,51702,40072,16850,13589
2002,1163,R,B,6384,26948,40562,61060,54490,45464,43746,44703,52448,59621,52618,42973,24711,49200,33535,32658,20443,7999,7282
2002,1163,R,M,3293,13905,20862,31166,27713,22888,22031,22376,26789,30643,26667,20988,11012,20914,13867,12051,5279,1617,1055
2002,1163,R,F,3091,13043,19700,29895,26777,22576,21715,22328,25659,28978,25951,21985,13699,28286,19668,20607,15165,6382,6227
2002,1173,T,B,11119,43141,64976,106627,119715,98199,91670,90380,105311,125437,114880,98417,50653,82064,59967,60870,37767,15050,11169
2002,1173,T,M,5677,22116,33253,54348,60280,48933,45257,43775,50911,60283,54920,45504,22757,34127,23455,20815,9599,3037,1660
2002,1173,T,F,5443,21025,31723,52280,59435,49266,46413,46606,54401,65154,59960,52913,27896,47938,36513,40055,28168,12013,9509
2002,1173,U,B,8227,30676,45319,75592,94617,78849,71496,68178,78149,93446,86270,74514,37853,55544,38471,37468,24107,9414,6613
2002,1173,U,M,4227,15754,23224,38595,47226,39094,35199,32766,36958,43620,40206,33590,16923,22933,14934,12545,6363,1992,1087
2002,1173,U,F,4001,14922,22095,36998,47391,39756,36298,35412,41191,49826,46064,40925,20931,32612,23537,24923,17745,7423,5526
2002,1173,R,B,2892,12465,19657,31035,25098,19350,20174,22202,27163,31991,28610,23903,12800,26520,21497,23402,13660,5636,4556
2002,1173,R,M,1450,6363,10029,15753,13054,9840,10059,11009,13953,16664,14714,11915,5835,11194,8521,8270,3237,1046,573
2002,1173,R,F,1442,6103,9628,15282,12044,9510,10115,11194,13210,15328,13896,11989,6965,15326,12976,15132,10423,4590,3983
2002,3400,T,B,123409,454761,613077,946323,1129801,1002807,963097,847906,886941,1098261,1032775,873307,412765,631259,472787,439646,281115,104851,74615
2002,3400,T,M,63320,233043,314385,483484,566850,498615,483372,424917,437588,533940,490221,405800,183824,258311,179822,147960,71523,21565,12212
2002,3400,T,F,60089,221718,298692,462839,562951,504192,479725,422990,449354,564321,542555,467508,228941,372948,292965,291686,209592,83286,62403
2002,3400,U,B,98150,355496,475366,730490,927137,842208,809447,702421,716618,883057,836556,719974,341279,500903,367505,336570,220365,81525,56783
2002,3400,U,M,50458,182315,243819,373042,462056,416464,404474,350775,350120,422608,390033,329718,150538,202639,137498,111628,57207,17175,9789
2002,3400,U,F,47692,173181,231547,357448,465082,425744,404974,351646,366498,460450,446523,390257,190742,298264,230007,224942,163159,64350,46994
2002,3400,R,B,25259,99266,137711,215834,202664,160600,153650,145485,170323,215204,196220,153333,71486,130356,105283,103076,60750,23326,17832
2002,3400,R,M,12862,50729,70566,110443,104795,82151,78899,74142,87468,111332,100188,76082,33286,55672,42325,36332,14317,4391,2424
2002,3400,R,F,12397,48537,67145,105391,97870,78449,74752,71344,82856,103872,96032,77251,38200,74684,62958,66744,46433,18936,15409
2002,1137,T,B,9876,37125,49372,80643,88358,73806,69505,63371,69419,87044,84710,72364,34754,62213,46140,45798,28953,11080,8941
2002,1137,T,M,5023,18931,25228,41244,43270,36141,34414,31312,33943,42680,40712,33792,15423,26085,18272,15805,7003,2175,1275
2002,1137,T,F,4853,18194,24144,39400,45088,37666,35091,32059,35476,44364,43998,38572,19332,36128,27868,29993,21950,8905,7666
2002,1137,U,B,5402,19260,25491,41843,53088,46038,43056,37335,38706,48168,48480,43575,20916,33821,23869,22508,15238,5772,4297
2002,1137,U,M,2761,9815,13118,21258,25324,21837,20670,17959,18324,22517,22200,19662,9052,13919,9149,7526,3839,1192,673
2002,1137,U,F,2641,9445,12374,20585,27764,24202,22387,19376,20382,25651,26280,23913,11864,19903,14720,14982,11399,4580,3625
2002,1137,R,B,4474,17865,23881,38801,35270,27768,26449,26036,30713,38876,36230,28789,13839,28392,22271,23291,13715,5308,4644
2002,1137,R,M,2262,9116,12111,19986,17947,14304,13744,13353,15619,20163,18512,14131,6371,12167,9123,8280,3164,983,603
2002,1137,R,F,2212,8749,11771,18815,17324,13464,12705,12683,15094,18713,17718,14659,7468,16225,13148,15011,10551,4326,4042
2002,1165,T,B,41518,150264,204064,314058,405631,365029,345721,295889,301473,375970,371086,328401,161091,255787,196978,186151,120437,45553,30722
2002,1165,T,M,21406,77103,105049,160426,206091,183200,173475,147017,147486,179939,173512,149591,70623,102309,73283,62159,30562,9247,5050
2002,1165,T,F,20112,73161,99015,153632,199540,181829,172246,148872,153988,196031,197574,178810,90468,153478,123696,123992,89875,36306,25673
2002,1165,U,B,36140,129403,175141,268220,358218,327918,311597,264890,265056,329041,326070,292334,144010,223650,170690,159665,104258,39223,26486
2002,1165,U,M,18666,66427,90072,136872,180363,163435,155403,130896,128452,155331,150243,131650,62650,88765,62806,52861,26888,8115,4516
2002,1165,U,F,17474,62976,85070,131348,177856,164484,156194,133995,136604,173710,175827,160685,81360,134885,107885,106805,77371,31109,21971
2002,1165,R,B,5378,20862,28923,45839,47413,37111,34124,30999,36417,46930,45016,36067,17081,32138,26288,26486,16179,6330,4236
2002,1165,R,M,2740,10677,14978,23554,25728,19765,18072,16122,19034,24608,23270,17941,7973,13545,10477,9298,3674,1132,534
2002,1165,R,F,2638,10185,13945,22285,21685,17346,16052,14878,17384,22322,21747,18126,9108,18593,15811,17188,12505,5198,3702
2002,1171,T,B,37848,140604,187683,283056,308281,276687,278731,250970,273784,335903,286556,214697,86451,106383,70636,60672,37040,14756,9940
2002,1171,T,M,19392,71986,95995,144846,152820,136850,141412,128017,137632,167987,139929,104750,40985,46128,27530,20213,8668,2764,1473
2002,1171,T,F,18456,68618,91689,138210,155461,139837,137319,122953,136152,167917,146627,109947,45467,60256,43106,40459,28372,11992,8467
2002,1171,U,B,29284,107287,141795,213330,244943,223346,225298,201287,216286,265859,225110,168633,66721,74457,44810,35772,22555,8874,5605
2002,1171,U,M,14995,55008,72585,109407,120650,109650,113837,102519,107604,131158,108283,81350,31543,32045,17048,11529,5281,1707,895
2002,1171,U,F,14289,52279,69210,103923,124294,113696,111462,98768,108682,134702,116827,87284,35178,42413,27762,24244,17274,7167,4710
2002,1171,R,B,8565,33318,45888,69726,63338,53341,53433,49684,57498,70044,61446,46064,19730,31926,25826,24900,14485,5882,4335
2002,1171,R,M,4398,16978,23410,35439,32171,27201,27575,25499,30028,36829,31646,23401,9442,14083,10482,8685,3387,1057,578
2002,1171,R,F,4167,16340,22479,34288,31168,26141,25858,24185,27471,33215,29800,22663,10289,17843,15344,16216,11098,4825,3758
2002,171,T,B,17684,65274,86185,127877,127019,124123,131929,118384,129781,160122,130734,93578,35089,34899,18760,12591,6940,2431,1404
2002,171,T,M,9069,33523,44187,65544,63093,62116,67778,61583,65983,80595,64465,46095,16974,15240,7185,3886,1434,378,191
2002,171,T,F,8615,31751,41998,62333,63926,62007,64151,56802,63798,79527,66269,47483,18115,19659,11575,8705,5507,2053,1213
2002,171,U,B,16025,58838,77607,115338,116503,113576,120215,107676,118102,146424,119565,85570,32036,31224,16302,10719,6050,2134,1204
2002,171,U,M,8214,30238,39781,59172,57837,56455,61253,55671,59451,73015,58443,41871,15450,13593,6252,3280,1258,334,164
2002,171,U,F,7811,28600,37826,56166,58666,57121,58962,52005,58651,73409,61122,43699,16586,17631,10050,7439,4792,1800,1040
2002,171,R,B,1659,6436,8578,12539,10516,10548,11714,10708,11679,13698,11169,8008,3053,3675,2458,1872,891,297,200
2002,171,R,M,855,3285,4406,6372,5256,5662,6525,5912,6532,7581,6022,4224,1524,1647,933,606,176,44,27
2002,171,R,F,804,3151,4172,6168,5260,4886,5189,4797,5147,6118,5147,3784,1529,2029,1526,1266,715,254,173
2002,271,T,B,6393,25469,35325,48473,41252,40170,47912,44334,47284,58099,47314,34400,12239,8943,3919,2203,1367,505,264
2002,271,T,M,3295,13050,17929,24924,20557,19808,24517,22989,24172,29502,23211,17399,6268,4228,1558,663,278,101,63
2002,271,T,F,3098,12420,17396,23550,20696,20362,23396,21346,23113,28598,24103,17001,5971,4715,2361,1540,1089,404,202
2002,271,U,B,5023,19873,27699,38966,34346,33712,40858,37729,39862,49501,40550,29761,10436,7433,2932,1485,973,331,149
2002,271,U,M,2596,10191,14108,20107,16988,16519,20858,19545,20260,24966,19781,14989,5385,3560,1186,415,176,59,29
2002,271,U,F,2427,9682,13591,18859,17358,17194,20000,18185,19602,24536,20769,14773,5051,3873,1746,1070,798,272,120
2002,271,R,B,1370,5597,7626,9508,6907,6458,7054,6605,7423,8598,6764,4639,1803,1510,987,718,394,174,116
2002,271,R,M,699,2859,3821,4817,3569,3290,3659,3444,3912,4536,3431,2411,884,668,373,248,103,42,34
2002,271,R,F,671,2738,3805,4691,3338,3169,3396,3161,3511,4062,3334,2228,920,842,615,470,291,132,82
2002,1175,T,B,34167,126769,171959,268567,327532,287286,269142,237677,242266,299344,290425,257847,130469,206876,159034,147025,94686,33463,25012
2002,1175,T,M,17499,65024,88114,136969,164670,142425,134073,118571,118528,143335,136069,117667,56794,83789,60738,49783,25291,7380,4415
2002,1175,T,F,16668,61745,83845,131598,162863,144861,135069,119106,123739,156010,154356,140180,73675,123087,98296,97242,69395,26083,20597
2002,1175,U,B,27325,99547,132939,207098,270889,244906,229497,198910,196571,239990,236897,215433,109633,168976,128136,118625,78315,27656,20395
2002,1175,U,M,14037,51066,68045,105505,135720,121544,114565,99402,95740,113603,109308,97057,47293,67912,48495,39713,21200,6161,3706
2002,1175,U,F,13288,48482,64894,101593,135169,123363,114932,99508,100831,126388,127589,118376,62340,101064,79641,78912,57116,21495,16690
2002,1175,R,B,6843,27222,39020,61469,56644,42380,39645,38767,45696,59354,53528,42414,20837,37901,30898,28400,16371,5807,4617
2002,1175,R,M,3463,13958,20069,31464,28950,20882,19508,19169,22788,29732,26761,20610,9502,15878,12243,10070,4092,1219,710
2002,1175,R,F,3380,13264,18951,30005,27694,21499,20138,19598,22908,29622,26767,21804,11335,22023,18655,18330,12280,4588,3908
2002,3500,T,B,205116,760289,1037755,1584630,1896928,1695376,1539510,1318267,1369201,1746208,1646536,1380610,653680,1021271,783776,719846,448844,180019,116674
2002,3500,T,M,104943,389111,530512,807480,951331,842957,767435,656203,671750,842771,779311,637706,288703,422757,304816,253274,117853,38983,20583
2002,3500,T,F,100173,371178,507243,777151,945598,852420,772075,662064,697451,903437,867225,742904,364977,598514,478960,466572,330991,141036,96091
2002,3500,U,B,138727,499817,682010,1042768,1414028,1284879,1154917,975051,975223,1222376,1164636,1005406,486414,724568,534845,479112,309510,125075,79434
2002,3500,U,M,71035,255994,348951,530467,700462,633146,571604,483892,472868,576820,536731,452218,210525,293754,200921,163082,81610,27598,14798
2002,3500,U,F,67692,243823,333060,512301,713566,651733,583314,491159,502355,645556,627906,553188,275889,430814,333925,316030,227900,97477,64636
2002,3500,R,B,66389,260472,355745,541863,482901,410498,384593,343217,393978,523832,481900,375204,167266,296703,248931,240734,139335,54944,37240
2002,3500,R,M,33908,133117,181562,277013,250869,209811,195832,172312,198882,265951,242580,185488,78179,129004,103896,90192,36244,11385,5785
2002,3500,R,F,32481,127355,174184,264850,232032,200687,188761,170905,195096,257881,239320,189716,89088,167700,145036,150542,103091,43560,31456
2002,1184,T,B,3025,11140,14031,19957,19395,16556,16048,13479,14028,17452,15503,11626,4712,7095,6251,6480,3753,1547,919
2002,1184,T,M,1548,5688,7107,10164,9462,7998,7893,6546,6925,8666,7525,5520,2155,3062,2565,2363,950,298,170
2002,1184,T,F,1477,5452,6924,9793,9934,8559,8155,6934,7103,8786,7978,6106,2557,4033,3686,4117,2803,1250,750
2002,1184,U,B,672,2240,2768,4271,7623,5298,4470,3430,3177,3958,3932,3318,1402,1912,1533,1745,1121,514,306
2002,1184,U,M,346,1156,1431,2139,3321,2311,2077,1552,1489,1842,1834,1514,611,790,599,609,297,115,69
2002,1184,U,F,326,1084,1337,2132,4303,2987,2393,1878,1688,2116,2098,1804,791,1122,934,1136,825,399,237
