Year,Sex,CCl,Cause,Drac0,Drac1,Drac5,Drac10,Drac15,Drac20,Drac25,Drac30,Drac35,Drac40,Drac45,Drac50,Drac55,Drac60,Drac65,Drac70,Drac75,Drac80,Drac85
1978,F,9,94,0,0,0,0,0,0,0,1,2,5,10,34,60,85,133,187,274,398,410
1978,F,9,95,0,0,0,0,1,3,9,18,52,83,170,274,424,588,935,1489,2462,4067,6767
1978,F,9,96,0,0,0,0,1,1,2,3,5,8,12,19,22,23,19,28,50,77,112
1978,F,9,97,44,9,6,6,8,11,15,19,31,34,58,71,110,171,273,535,963,1839,3970
1978,F,9,98,0,0,0,0,1,2,7,17,50,118,317,618,1028,1515,2437,3955,6232,8652,11337
1978,F,9,99,5,2,2,2,3,7,13,21,38,57,122,267,573,1383,2813,6364,12969,24979,42844
1978,F,9,100,0,1,4,0,1,3,3,5,8,15,24,45,89,259,491,1166,2643,6538,13878
1978,F,9,101,0,0,0,0,0,2,2,4,4,6,10,15,18,29,42,53,77,93,126
1978,F,9,102,0,1,0,0,1,1,1,0,1,1,1,4,4,7,8,18,41,84,159
1978,F,9,103,1252,75,7,3,2,1,1,1,1,1,1,2,0,1,2,2,4,3,11
1978,F,9,104,163,10,3,1,2,1,2,3,1,3,3,2,3,6,4,5,12,16,55
1978,F,9,105,652,40,5,2,1,1,2,1,2,2,2,2,3,4,5,6,12,13,15
1978,F,9,106,4,5,1,1,1,2,2,4,4,5,10,11,13,16,19,30,36,37,46
1978,F,9,107,5248,270,31,13,16,17,14,18,19,23,34,46,58,65,107,153,236,372,602
1978,F,9,108,1,0,0,0,0,1,2,4,5,10,15,31,66,156,290,617,1315,2393,4255
1978,F,9,109,0,0,0,1,4,6,6,9,12,18,27,39,50,61,84,111,160,229,247
1978,F,9,110,0,0,0,0,0,0,1,1,3,4,8,14,24,38,63,117,202,319,490
1978,F,9,111,0,0,0,0,0,0,0,0,0,1,2,3,2,6,4,5,9,17,24
1978,F,9,112,59,9,2,1,1,2,2,3,8,8,13,21,26,22,22,35,45,56,62
1978,F,9,113,2,1,1,1,2,5,7,8,22,35,75,133,229,469,796,1475,2580,4214,6996
1978,F,9,114,31,4,1,1,3,1,2,1,3,4,3,5,6,11,13,20,22,44,95
1978,F,9,115,0,0,0,0,0,1,1,1,4,4,8,11,17,26,35,55,61,68,48
1978,F,9,116,0,0,0,0,0,0,0,1,2,1,3,4,9,9,12,18,21,23,22
1978,F,9,117,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,11,10,27
1978,F,9,118,6,11,4,3,5,3,3,5,4,6,7,15,17,20,28,39,40,53,48
1978,F,9,119,8,0,1,0,0,0,1,0,2,3,8,9,18,24,49,76,123,169,166
1978,F,9,120,317,2,0,0,1,1,1,1,1,3,4,7,9,15,18,24,38,39,33
1978,F,9,121,76,4,3,1,2,2,2,2,5,7,10,14,16,24,35,52,80,100,99
1978,F,9,122,0,0,0,0,0,0,0,1,2,3,5,7,11,5,4,1,1,1,2
1978,F,9,123,0,1,1,3,2,3,5,13,23,32,62,89,129,137,165,197,251,246,298
1978,F,9,124,0,0,0,0,0,1,2,2,4,8,10,23,39,65,109,174,275,413,340
1978,F,9,125,16,2,1,2,1,4,3,4,5,8,8,13,19,27,33,51,52,57,51
1978,F,9,126,0,0,0,0,1,2,5,8,11,15,19,30,54,50,63,81,96,106,64
1978,F,9,127,59,6,2,2,1,3,4,6,6,11,14,15,24,29,32,47,65,79,84
1978,F,9,128,0,0,1,1,1,4,2,4,4,5,5,7,7,9,8,5,6,6,9
1978,F,9,129,2,1,3,5,8,16,16,28,30,39,42,47,61,64,64,60,40,47,49
1978,F,9,130,2,3,1,2,2,5,6,5,10,18,26,35,46,56,76,90,103,87,64
1978,F,9,131,1,0,0,0,0,1,1,1,2,4,7,12,15,19,26,30,25,28,26
1978,F,9,132,1,1,0,1,0,1,2,1,3,5,7,9,9,12,9,12,12,14,29
1978,F,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,134,2,0,0,0,2,4,4,6,6,7,9,4,3,5,8,8,9,6,15
1978,F,9,135,0,0,0,0,0,2,4,5,6,3,0,0,0,0,0,0,0,0,0
1978,F,9,136,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1978,F,9,137,0,0,0,0,7,24,33,34,33,13,1,0,0,0,0,0,0,0,0
1978,F,9,138,0,0,0,0,1,4,7,8,8,4,1,0,0,0,0,0,0,0,0
1978,F,9,139,0,0,0,0,1,6,4,3,2,0,0,0,0,0,0,0,0,0,0
1978,F,9,140,0,0,0,0,1,3,2,4,2,0,0,0,0,0,0,0,0,0,0
1978,F,9,141,0,0,0,0,3,17,19,13,18,8,1,0,0,0,0,0,0,0,0
1978,F,9,142,50,2,1,1,4,5,7,4,5,8,10,11,8,14,14,19,24,28,16
1978,F,9,143,8,4,3,3,0,1,1,1,1,2,2,2,3,3,3,3,8,9,2
1978,F,9,144,4,1,1,2,6,4,5,5,8,10,14,18,20,23,27,26,33,41,55
1978,F,9,145,285,16,5,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2
1978,F,9,146,218,21,7,4,2,1,1,1,1,1,1,1,0,0,0,0,1,0,2
1978,F,9,147,1386,66,19,17,10,9,6,5,3,1,2,1,2,1,1,1,0,0,0
1978,F,9,148,75,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
1978,F,9,149,313,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1978,F,9,150,730,31,9,9,8,6,3,4,3,4,6,8,10,4,4,1,2,1,2
1978,F,9,151,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,152,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,153,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,154,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,155,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,156,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,157,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,F,9,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,174
1978,F,9,159,81,8,3,1,1,2,5,10,14,14,17,18,24,24,34,37,41,78,168
1978,F,9,160,13,15,18,15,48,37,35,40,45,45,40,39,34,34,26,34,38,37,40
1978,F,9,161,11,25,41,24,33,28,26,28,32,40,45,55,54,60,79,106,157,176,102
1978,F,9,162,6,7,8,6,19,20,20,19,32,30,36,38,29,39,46,70,87,70,77
1978,F,9,163,4,1,0,0,2,11,33,74,134,174,237,241,232,160,95,43,17,16,11
1978,F,9,164,97,78,19,11,22,24,25,31,40,42,59,64,67,64,67,65,84,109,148
1978,F,9,165,8,1,0,0,0,0,0,1,1,1,2,1,2,1,1,2,3,5,5
1978,F,9,166,27,16,4,6,7,8,6,12,13,16,17,20,22,29,37,69,141,285,435
1978,F,9,167,28,40,11,4,4,6,6,10,11,10,16,21,21,20,25,39,69,102,150
1978,F,9,168,18,49,43,40,31,17,21,23,30,28,32,29,27,34,25,31,37,47,59
1978,F,9,169,465,22,2,1,2,4,4,12,15,24,31,31,32,28,20,13,9,14,9
1978,F,9,170,0,1,2,1,2,1,1,1,1,1,2,1,0,0,1,0,1,1,0
1978,F,9,171,3,4,5,6,3,3,4,6,6,7,6,5,5,3,5,5,4,5,4
1978,F,9,172,188,61,17,11,26,34,41,58,88,86,117,120,113,105,102,123,206,342,382
1978,F,9,173,0,0,0,8,60,87,95,120,154,166,227,229,212,220,203,212,269,342,311
1978,F,9,174,67,11,9,10,26,58,94,109,120,121,114,102,86,75,58,58,64,82,146
1978,F,9,175,87,8,3,6,18,14,13,21,23,30,35,33,32,35,23,22,35,45,40
1979,F,9,0,19393,1273,483,380,597,756,973,1346,2060,2817,4383,6381,9188,14321,22279,38025,65534,115463,195658
1979,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1979,F,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
1979,F,9,4,132,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4
1979,F,9,5,60,9,1,0,0,0,0,0,0,1,0,1,1,2,3,4,7,9,9
1979,F,9,6,19,3,1,1,0,0,1,1,1,1,1,2,2,1,1,2,3,2,4
1979,F,9,7,249,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
1979,F,9,8,603,28,1,1,0,0,1,0,1,0,0,1,2,2,2,4,3,6,5
1979,F,9,9,8,2,1,1,3,11,15,18,25,35,44,53,51,80,94,106,131,126,157
1979,F,9,10,3,1,0,0,1,0,1,0,2,0,1,1,1,1,1,1,2,0,2
1979,F,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1979,F,9,12,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,3,2,1,5
1979,F,9,13,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,8,2
1979,F,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1979,F,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1979,F,9,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,22,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,3,0
1979,F,9,23,198,30,3,2,0,2,2,1,1,1,2,2,4,4,2,3,5,11,9
1979,F,9,24,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,2,3,0,0
1979,F,9,25,1289,26,3,6,5,10,10,10,10,7,9,10,11,13,17,20,18,16,11
1979,F,9,26,14,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
1979,F,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1979,F,9,28,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,29,12,4,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1979,F,9,30,48,9,2,2,4,4,4,5,3,3,4,4,5,5,6,6,8,6,11
1979,F,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,32,62,6,1,1,0,1,0,1,1,1,2,2,1,2,1,1,2,1,5
1979,F,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1979,F,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1979,F,9,37,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,0,2
1979,F,9,38,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1979,F,9,39,0,0,0,0,0,0,1,1,3,2,3,3,3,3,2,4,3,6,4
1979,F,9,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1979,F,9,41,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1979,F,9,42,28,2,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,1,2
1979,F,9,43,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,3,6,0
1979,F,9,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,45,0,0,0,0,0,1,2,1,5,7,7,16,23,29,47,59,79,103,149
1979,F,9,46,0,0,0,0,0,0,1,0,2,6,14,26,45,83,140,227,301,340,286
1979,F,9,47,0,0,1,1,2,6,19,41,93,143,259,399,586,1026,1473,1941,2146,1901,1360
1979,F,9,48,0,0,0,0,0,1,1,3,5,6,7,11,18,28,39,59,60,67,50
1979,F,9,49,0,0,0,0,1,2,4,9,14,23,48,75,124,189,251,369,487,529,375
1979,F,9,50,0,0,0,0,1,3,7,14,25,35,61,106,148,234,301,391,442,471,337
1979,F,9,51,4,4,2,1,2,3,7,11,21,41,82,139,227,327,470,629,683,625,475
1979,F,9,52,0,0,0,0,0,0,0,1,2,2,4,5,8,11,17,13,18,19,9
1979,F,9,53,1,0,0,0,1,3,5,8,18,38,68,131,213,300,368,454,493,378,286
1979,F,9,54,2,1,1,0,1,1,1,2,2,2,4,7,7,11,15,13,13,14,16
1979,F,9,55,3,3,2,6,8,6,5,6,6,12,17,22,29,44,49,57,67,67,56
1979,F,9,56,0,0,0,0,1,2,4,5,7,10,13,16,19,17,30,45,56,122,243
1979,F,9,57,0,0,0,0,1,2,11,38,108,164,238,334,396,376,340,322,381,443,364
1979,F,9,58,0,0,0,0,0,1,9,17,38,50,98,161,234,320,347,334,295,262,169
1979,F,9,59,1,0,0,0,1,2,3,5,13,26,58,100,150,231,230,236,233,230,157
1979,F,9,60,0,2,1,1,6,6,10,15,28,61,116,184,222,278,295,311,290,245,180
1979,F,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,63,2,8,5,0,1,1,2,2,5,7,21,31,58,81,129,148,176,158,115
1979,F,9,64,10,22,17,9,12,11,17,23,31,44,67,96,111,139,161,186,211,206,180
1979,F,9,65,29,32,25,16,18,14,14,18,20,28,40,51,65,94,110,114,111,76,58
1979,F,9,66,9,9,6,7,7,11,13,16,20,20,28,42,59,84,93,94,95,83,47
1979,F,9,67,28,9,9,7,6,8,12,15,20,32,45,56,54,48,45,53,46,50,40
1979,F,9,68,2,0,1,2,3,4,4,5,5,7,18,28,55,95,138,185,169,124,68
1979,F,9,69,23,2,1,1,1,3,3,4,5,7,13,11,15,11,15,10,10,16,20
1979,F,9,70,76,15,1,1,1,0,1,1,1,1,1,3,4,4,3,2,5,7,9
1979,F,9,71,32,2,2,2,3,2,3,3,3,3,4,4,8,10,16,16,19,19,13
1979,F,9,72,19,3,1,2,2,1,2,2,2,4,6,7,9,12,8,12,11,18,4
1979,F,9,73,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,0
1979,F,9,74,0,0,1,0,1,2,3,3,5,6,7,11,14,12,17,23,38,64,104
1979,F,9,75,0,0,0,0,0,0,2,4,11,13,17,21,29,13,7,5,4,4,7
1979,F,9,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1979,F,9,77,3,5,10,8,7,5,3,4,3,1,3,1,3,2,1,1,5,1,2
1979,F,9,78,107,15,2,3,5,3,3,3,6,5,7,7,8,7,9,8,8,4,4
1979,F,9,79,0,0,0,0,0,1,3,6,11,10,10,6,6,5,3,2,5,8,23
1979,F,9,80,64,15,4,6,6,7,6,8,8,11,13,11,15,11,11,5,5,8,14
1979,F,9,81,4,9,8,12,18,19,23,23,22,19,24,18,20,14,13,7,7,12,13
1979,F,9,82,8,1,0,0,0,0,0,1,1,0,1,1,1,3,4,3,4,6,2
1979,F,9,83,101,36,23,15,9,6,7,8,9,8,14,23,29,38,41,58,84,124,115
1979,F,9,84,0,0,0,1,2,3,5,7,16,24,27,37,36,21,17,10,8,7,2
1979,F,9,85,0,0,1,2,14,23,30,41,81,149,214,245,278,234,171,128,100,107,142
1979,F,9,86,0,0,0,0,0,0,1,2,5,9,19,32,40,53,75,94,173,262,331
1979,F,9,87,0,0,0,0,0,0,1,2,4,5,6,13,13,16,17,15,14,18,22
1979,F,9,88,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,5,7,9
1979,F,9,89,0,0,0,0,0,0,1,1,3,9,24,36,61,72,102,142,219,310,439
1979,F,9,90,0,0,0,0,0,0,0,0,2,4,9,23,54,96,162,247,208,206,207
1979,F,9,91,0,0,0,0,1,1,3,7,13,30,49,116,236,470,759,1050,1273,1286,1162
1979,F,9,92,0,0,0,0,0,0,0,1,3,8,27,54,153,294,549,1075,1869,3078,3935
1979,F,9,93,0,0,0,0,1,3,7,16,32,56,136,328,750,2002,4317,9867,20608,42462,81603
1979,F,9,94,0,0,0,0,0,0,0,1,3,6,14,34,68,102,134,168,255,350,306
1979,F,9,95,0,0,0,0,1,3,10,25,65,110,194,304,474,721,1077,1668,2739,4687,7614
1979,F,9,96,0,0,0,0,1,1,2,2,4,8,11,18,21,23,17,27,51,78,121
1979,F,9,97,31,9,7,8,10,14,16,18,29,45,62,77,111,171,245,470,916,1780,3937
1979,F,9,98,0,0,0,0,1,2,6,18,55,130,332,639,1057,1491,2464,3948,6068,8800,10379
1979,F,9,99,1,1,2,1,4,7,13,26,36,69,135,281,593,1463,3057,6643,13773,26928,46728
1979,F,9,100,2,0,3,1,3,1,4,6,8,12,26,44,86,238,508,1183,2639,6649,14822
1979,F,9,101,0,0,0,0,0,1,2,3,4,8,14,17,21,29,39,53,69,77,81
1979,F,9,102,0,2,1,0,1,1,1,1,2,3,1,2,5,6,12,31,45,132,258
1979,F,9,103,1381,79,5,5,1,1,1,1,2,1,1,1,2,2,2,5,3,3,23
1979,F,9,104,159,22,6,4,3,3,3,4,3,6,6,7,8,9,14,20,21,43,112
1979,F,9,105,636,43,5,0,2,1,2,1,2,2,4,2,5,5,5,6,15,19,22
1979,F,9,106,0,6,1,1,2,2,1,2,4,6,9,11,17,16,15,37,36,54,76
1979,F,9,107,4450,238,30,14,15,14,13,16,18,28,38,44,56,75,108,145,220,364,585
1979,F,9,108,1,0,0,0,1,0,3,2,6,11,15,29,60,151,308,644,1311,2488,4938
1979,F,9,109,0,0,1,2,2,4,6,10,13,18,29,40,48,64,85,132,203,215,312
1979,F,9,110,0,0,0,0,0,0,1,2,3,4,8,14,24,35,59,112,195,313,493
1979,F,9,111,0,0,0,0,0,0,0,0,0,2,1,3,2,5,3,6,11,17,31
1979,F,9,112,51,6,1,3,1,2,4,2,7,9,12,17,25,28,22,31,40,51,68
1979,F,9,113,1,1,1,1,2,6,6,9,18,32,76,136,227,440,749,1411,2494,4126,7045
1979,F,9,114,14,5,2,1,1,0,2,2,3,3,4,5,5,10,11,18,22,38,67
1979,F,9,115,0,0,0,0,1,0,1,1,4,4,7,13,16,28,35,45,54,61,50
1979,F,9,116,0,0,0,0,0,0,1,1,2,3,4,5,6,10,12,21,24,22,31
1979,F,9,117,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,6,13,7,23
1979,F,9,118,8,7,6,5,3,4,5,3,7,6,8,12,16,25,29,37,47,66,40
1979,F,9,119,9,1,0,0,0,0,0,1,1,3,6,11,19,29,48,90,137,194,195
1979,F,9,120,266,3,0,0,1,1,2,1,2,4,4,9,9,14,18,23,43,41,52
1979,F,9,121,64,5,1,1,1,2,3,3,7,7,12,14,22,25,35,49,75,99,95
1979,F,9,122,0,0,0,0,0,0,0,2,6,3,5,7,8,3,4,4,1,2,2
1979,F,9,123,4,1,1,3,3,5,6,15,22,40,65,103,138,178,191,204,245,273,330
1979,F,9,124,0,0,0,0,0,1,2,3,4,9,10,19,36,73,110,175,282,355,396
1979,F,9,125,8,1,0,1,2,3,3,5,7,7,8,11,20,25,36,51,53,50,50
1979,F,9,126,1,0,0,0,0,3,4,10,8,17,23,29,49,49,66,80,91,122,81
1979,F,9,127,62,5,2,1,2,2,4,3,7,10,11,17,19,26,36,48,62,65,68
1979,F,9,128,2,0,0,1,1,2,3,2,6,5,6,7,8,8,8,5,7,6,9
1979,F,9,129,3,3,1,5,11,17,21,19,34,44,51,57,64,67,71,61,50,47,49
1979,F,9,130,5,0,1,1,4,4,3,8,14,21,24,33,52,67,81,88,98,80,95
1979,F,9,131,0,0,0,0,0,1,0,3,5,4,6,11,13,20,27,26,37,30,18
1979,F,9,132,3,1,0,0,1,2,2,2,3,4,6,8,7,13,11,10,15,9,25
1979,F,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,134,0,0,0,0,1,3,4,6,6,4,5,5,6,4,6,6,11,6,11
1979,F,9,135,0,0,0,0,1,2,4,4,5,3,0,0,0,0,0,0,0,0,0
1979,F,9,136,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
1979,F,9,137,0,0,0,0,9,25,34,26,29,13,1,0,0,0,0,0,0,0,0
1979,F,9,138,0,0,0,0,1,6,6,9,9,4,1,0,0,0,0,0,0,0,0
1979,F,9,139,0,0,0,0,2,7,4,3,2,2,0,0,0,0,0,0,0,0,0
1979,F,9,140,0,0,0,0,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0
1979,F,9,141,0,0,0,0,4,16,13,18,19,6,1,0,0,0,0,0,0,0,0
1979,F,9,142,40,2,1,2,3,5,8,8,7,8,8,13,14,17,15,21,20,30,32
1979,F,9,143,9,4,1,2,2,1,1,1,1,1,2,3,2,6,5,3,7,6,4
1979,F,9,144,5,3,1,2,4,7,6,6,7,9,13,20,22,24,28,34,36,42,70
1979,F,9,145,327,16,4,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1979,F,9,146,269,24,7,4,3,2,1,1,1,1,0,1,1,0,0,0,1,0,0
1979,F,9,147,1355,66,19,16,13,9,7,4,1,2,0,1,2,1,1,1,1,0,0
1979,F,9,148,47,2,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0
1979,F,9,149,356,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1979,F,9,150,830,27,15,10,9,6,4,2,5,7,9,7,6,6,5,3,5,2,2
1979,F,9,151,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,152,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,153,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,154,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,155,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,156,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,157,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,F,9,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,135
1979,F,9,159,106,9,3,2,3,6,5,9,11,16,21,24,24,30,26,35,66,78,167
1979,F,9,160,10,14,18,18,47,39,37,43,45,39,47,45,36,35,29,38,39,39,50
1979,F,9,161,7,23,40,23,33,23,27,28,32,37,48,52,54,66,88,106,144,184,128
1979,F,9,162,3,4,6,6,14,18,18,23,30,27,36,41,28,33,51,60,85,84,110
1979,F,9,163,1,0,0,0,3,10,31,77,132,180,270,264,246,165,102,38,14,12,13
1979,F,9,164,72,74,21,10,20,23,24,32,46,47,58,65,62,67,63,79,84,106,142
1979,F,9,165,8,1,0,0,0,0,0,0,1,1,1,2,1,2,2,2,3,6,7
1979,F,9,166,32,18,5,3,9,8,10,14,15,16,20,22,22,28,36,61,127,272,400
1979,F,9,167,28,43,14,6,6,7,8,11,12,14,17,20,24,29,38,51,78,117,148
1979,F,9,168,21,47,60,56,35,23,25,26,30,32,33,31,27,26,26,29,41,45,40
1979,F,9,169,493,18,4,1,2,4,4,10,16,20,30,38,32,27,20,13,8,11,27
1979,F,9,170,0,1,1,2,2,1,1,1,2,1,0,1,1,0,0,1,1,0,0
1979,F,9,171,5,5,3,3,4,4,4,4,5,5,6,7,5,7,3,3,4,3,4
1979,F,9,172,174,64,21,12,29,32,35,58,77,85,114,118,103,111,113,121,195,351,488
1979,F,9,173,0,0,0,5,52,81,96,108,148,174,205,229,200,208,213,237,270,393,425
1979,F,9,174,61,10,8,9,30,56,87,106,123,116,127,104,81,68,61,66,62,89,131
1979,F,9,175,74,10,2,2,12,14,15,25,33,37,40,36,42,37,31,34,30,52,52
1980,F,9,0,19056,1336,475,374,603,763,995,1371,2160,2830,4389,6352,9426,14348,22427,38225,64413,117299,198960
1980,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1980,F,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5
1980,F,9,4,146,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1980,F,9,5,47,6,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,9,9
1980,F,9,6,29,2,1,0,1,0,1,1,1,1,0,1,1,1,2,2,2,2,4
1980,F,9,7,252,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
1980,F,9,8,598,23,2,0,0,0,0,1,1,2,1,2,2,2,4,4,7,5,25
1980,F,9,9,6,1,1,1,3,8,15,20,28,32,46,50,57,71,87,96,117,137,121
1980,F,9,10,2,2,0,0,1,0,0,1,1,1,2,1,1,0,3,1,1,3,0
1980,F,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1980,F,9,12,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,0,2
1980,F,9,13,1,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,2,6,2
1980,F,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1980,F,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,2,4
1980,F,9,23,206,39,3,1,1,1,1,1,2,1,4,2,2,1,2,3,2,0,5
1980,F,9,24,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,3,0
1980,F,9,25,1376,31,4,7,6,9,9,12,13,9,10,10,15,23,20,17,19,16,11
1980,F,9,26,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
1980,F,9,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,29,11,2,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
1980,F,9,30,72,8,2,2,2,5,4,2,4,3,4,5,4,4,5,6,12,7,7
1980,F,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1980,F,9,32,66,5,1,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,0
1980,F,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,F,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
