RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMI,TEF_ADO,TGF
1438,2012,Yucatán,31,24896,ND,ND,11763,26,ND,ND,71.79,77.61,74.66,1015644,25.63,ND,ND,ND,ND,1042352,36659,2057996,57943,58801,98947,286461,567008,138006,97860,55161,400823,112540,75391,59619,60568,101928,289719,546960,141510,100150,56342,369321,115036,69791,117562,119369,200875,576180,1113968,279516,198010,111503,770144,227576,145182,10.78,42.08,52.86,5.72,17.81,1.21,ND,ND,ND,ND,ND,ND,16.04,68.65,2.04
1439,2012,Zacatecas,32,24805,ND,ND,9184,24,ND,ND,71.89,77.75,74.82,766308,23.72,ND,ND,ND,ND,798121,33989,1564429,47062,46267,76921,212771,414706,102657,72003,48811,285255,95194,59453,48144,46930,77616,204909,384281,100407,69721,50410,257424,97712,56344,95206,93197,154537,417680,798987,203064,141724,99221,542679,192906,115797,12.06,50.84,62.90,5.87,21.73,1.59,ND,ND,ND,ND,ND,ND,15.97,82.70,2.59
1440,2013,República Mexicana,0,1646342,-120063,1526279,633742,26,ND,256505,72.37,77.96,75.17,58515422,22.71,ND,136442,ND,-120063,61082232,2280084,119597654,3447246,3396531,5670895,16272144,32825396,7801252,5526888,3410983,23563263,6802950,4233288,3524507,3466876,5780228,16135515,30943966,7846649,5533297,3533832,21266004,6972763,3606751,6971753,6863407,11451123,32407659,63769362,15647901,11060185,6944815,44829267,13775713,7840039,10.15,44.69,54.85,5.30,19.06,1.38,-0.10,1.28,ND,ND,ND,-0.10,15.06,76.13,2.22
1441,2013,Aguascalientes,1,21212,ND,ND,5570,24,ND,ND,73.53,79.14,76.36,633604,17.13,ND,ND,ND,ND,659728,26782,1293332,40248,39326,65261,181215,355635,87360,61425,39431,243287,79061,37390,40894,40215,66867,182176,335419,89279,62627,41214,216401,80906,31376,81142,79541,132128,363391,691054,176639,124052,80645,459688,159967,68766,8.35,48.78,57.13,4.31,20.71,1.64,ND,ND,ND,ND,ND,ND,13.22,80.74,2.37
1442,2013,Baja California,2,41768,ND,ND,14241,26,ND,ND,73.02,78.55,75.71,1667747,17.76,ND,ND,ND,ND,1649102,56009,3316849,93761,92686,155212,455181,926064,217318,154792,91787,649958,185686,88033,97386,97023,162793,472445,943154,227822,162052,94249,648784,190754,76439,191147,189709,318005,927626,1869218,445140,316844,186036,1298742,376440,164472,7.39,41.59,48.98,4.29,16.89,1.26,ND,ND,ND,ND,ND,ND,11.98,65.25,1.93
1443,2013,Baja California Sur,3,9816,ND,ND,2746,26,ND,ND,74.24,79.72,76.85,356150,17.33,ND,ND,ND,ND,342059,12562,698209,18922,18452,30910,92896,192538,43826,31368,19645,135571,38602,17576,19511,19640,33231,101134,204354,48312,34721,20218,140615,39101,16098,38433,38092,64141,194030,396892,92138,66089,39863,276186,77703,33674,7.16,41.33,48.49,3.93,17.99,1.41,ND,ND,ND,ND,ND,ND,12.57,72.82,2.08
1444,2013,Campeche,4,12687,ND,ND,4436,26,ND,ND,72.66,78.33,75.43,440162,20.85,ND,ND,ND,ND,448974,17123,889136,25278,25349,42634,126146,248571,60367,43082,25524,170604,49894,26469,25533,25557,42976,124488,238214,60392,42973,26250,160813,50650,26509,50811,50906,85610,250634,486785,120759,86055,51774,331417,100544,52978,9.10,43.66,52.76,4.99,19.26,1.43,ND,ND,ND,ND,ND,ND,15.77,75.53,2.14
1445,2013,Coahuila,5,43975,ND,ND,12557,26,ND,ND,74.49,80.03,77.22,1463506,20.68,ND,ND,ND,ND,1474561,56532,2938067,84880,82908,137574,383561,791621,183985,129319,84344,577924,167745,93184,87871,86344,143641,396667,779270,192627,135330,87981,547448,173621,83729,172751,169252,281215,780228,1570891,376612,264649,172325,1125372,341366,176913,9.28,44.90,54.18,4.27,19.24,1.50,ND,ND,ND,ND,ND,ND,12.61,81.29,2.32
1446,2013,Colima,6,8862,ND,ND,3490,27,ND,ND,73.39,79.14,76.23,349221,23.17,ND,ND,ND,ND,353771,12352,702992,19092,19256,32493,96956,195280,46537,33300,19001,139147,37615,23589,19912,19767,33225,97124,188776,46919,33461,20195,131732,39867,21185,39004,39023,65718,194080,384056,93456,66761,39196,270879,77482,44774,9.63,41.56,51.19,4.96,17.57,1.26,ND,ND,ND,ND,ND,ND,14.16,67.80,2.01
1447,2013,Chiapas,7,110796,ND,ND,26761,22,ND,ND,70.49,76.20,73.33,2561648,14.44,ND,ND,ND,ND,2658850,137557,5220498,172193,165594,273977,750878,1385349,362821,254438,185884,868850,351840,133623,175152,166193,273125,715959,1273448,349777,242845,190832,787127,359386,130989,347345,331787,547102,1466837,2658797,712598,497283,376716,1655977,711226,264612,8.47,58.70,67.17,5.13,26.35,2.12,ND,ND,ND,ND,ND,ND,17.72,89.52,3.05
1448,2013,Chihuahua,8,45031,ND,ND,16150,26,ND,ND,73.38,78.94,76.12,1769884,20.78,ND,ND,ND,ND,1791978,61181,3561862,104264,101296,168225,472888,965129,226815,159886,102794,696532,208768,113601,107521,104555,173771,482922,949210,234078,164862,105905,661288,214592,101143,211785,205851,341996,955810,1914339,460893,324748,208699,1357820,423360,214744,9.28,44.67,53.95,4.53,17.18,1.26,ND,ND,ND,ND,ND,ND,12.88,70.74,2.05
1449,2013,Ciudad de México,9,80705,ND,ND,53049,31,ND,ND,74.06,79.64,76.95,4362604,40.47,ND,ND,ND,ND,4758885,133754,9121489,204202,211182,360424,1151168,2585900,543375,394133,193426,2154672,388808,471104,208391,215852,368759,1157415,2408089,554649,401742,200189,1861260,397802,334719,412593,427034,729183,2308583,4993989,1098024,795875,393615,4015932,786610,805823,12.74,31.48,44.22,5.82,14.66,0.88,ND,ND,ND,ND,ND,ND,12.65,58.81,1.74
1450,2013,Durango,10,27404,ND,ND,9352,24,ND,ND,72.00,77.63,74.79,862835,21.41,ND,ND,ND,ND,886247,36756,1749082,52610,51529,85682,236650,463435,114748,80595,54167,323866,105348,59925,53904,53006,88137,238078,443981,117143,82012,55863,296450,107541,55391,106514,104535,173819,474728,907416,231891,162607,110030,620316,212889,115316,10.53,49.20,59.73,5.35,21.01,1.57,ND,ND,ND,ND,ND,ND,14.99,81.16,2.52
1451,2013,Guanajuato,11,87037,ND,ND,30330,24,ND,ND,72.15,77.78,75.01,2834677,20.11,ND,ND,ND,ND,3011787,117367,5846464,179468,177223,295697,836179,1625546,403458,284984,175456,1103373,351383,193459,182276,178654,296580,803287,1486757,393017,275091,181939,964548,359150,164728,361744,355877,592277,1639466,3112303,796475,560075,357395,2067921,710533,358187,9.66,48.04,57.70,5.19,20.07,1.49,ND,ND,ND,ND,ND,ND,15.41,80.41,2.25
1452,2013,Guerrero,12,59653,ND,ND,22536,23,ND,ND,70.43,76.15,73.34,1736018,21.58,ND,ND,ND,ND,1840291,82189,3576309,116971,113603,187449,497286,929131,242185,168339,115406,626938,229054,136572,118436,113472,186171,475633,846907,233972,161273,119807,547793,234885,116990,235407,227075,373620,972919,1776038,476157,329612,235213,1174731,463939,253562,11.81,54.72,66.52,6.30,22.98,1.67,ND,ND,ND,ND,ND,ND,17.71,85.11,2.75
1453,2013,Hidalgo,13,35994,ND,ND,16644,26,ND,ND,71.48,77.14,74.37,1377194,23.59,ND,ND,ND,ND,1474838,52638,2852032,84436,81662,135520,385149,784241,183360,129502,83065,568172,168549,106608,86790,83493,137627,366363,702216,178092,123958,86075,491272,172869,92111,171226,165155,273147,751512,1486457,361452,253460,169140,1059444,341418,198719,10.97,46.51,57.49,5.84,18.46,1.26,ND,ND,ND,ND,ND,ND,16.20,75.96,2.15
1454,2013,Jalisco,14,114432,ND,ND,39923,25,ND,ND,72.93,78.54,75.74,3860276,22.31,ND,ND,ND,ND,3987683,154355,7847959,227152,223107,372502,1072993,2129757,514183,364788,228129,1505714,451586,275963,231707,229180,383514,1086822,2054848,528801,374467,235979,1375027,460155,236111,458859,452287,756016,2159815,4184605,1042984,739255,464108,2880741,911741,512074,10.16,45.54,55.70,5.09,19.67,1.46,ND,ND,ND,ND,ND,ND,14.11,81.02,2.28
1455,2013,México,15,221983,ND,ND,78322,26,ND,ND,72.13,77.70,74.94,7908687,19.55,ND,ND,ND,ND,8300572,300305,16209259,458149,451847,756217,2215652,4593724,1056206,751836,451530,3335632,904593,490762,466801,460909,771184,2198352,4300063,1065735,755460,469400,2982528,925655,404927,924950,912756,1527401,4414004,8893787,2121941,1507296,920930,6318160,1830248,895689,8.35,42.69,51.03,4.83,18.53,1.37,ND,ND,ND,ND,ND,ND,14.73,74.06,2.11
1456,2013,Michoacán,16,67340,ND,ND,28940,25,ND,ND,71.15,76.86,74.04,2233688,24.30,ND,ND,ND,ND,2371616,96280,4605304,138052,136775,228500,643923,1238226,312240,220515,139926,855343,273069,181048,138636,135734,225681,614522,1132345,301219,211272,144402,754778,277556,158531,276688,272509,454181,1258445,2370571,613459,431787,284328,1610121,550625,339579,11.84,48.71,60.54,6.28,20.91,1.46,ND,ND,ND,ND,ND,ND,16.54,80.27,2.42
1457,2013,Morelos,17,21058,ND,ND,11226,27,ND,ND,72.09,77.75,74.97,917217,27.76,ND,ND,ND,ND,978465,32284,1895682,53294,53489,89818,259121,524700,125155,88826,50298,386860,102901,78014,54243,54160,90742,253651,480322,124526,87944,52428,336091,105591,65392,107537,107649,180560,512772,1005022,249681,176770,102726,722951,208492,143406,11.61,41.80,53.41,5.92,17.03,1.11,ND,ND,ND,ND,ND,ND,15.61,66.77,1.98
1458,2013,Nayarit,18,15514,ND,ND,6651,26,ND,ND,72.20,77.90,74.98,582050,24.50,ND,ND,ND,ND,583616,22165,1165666,32916,32401,54181,154649,307311,74632,52852,34663,218144,66995,43131,34325,33818,56500,158565,302249,77279,54597,36164,208414,69505,40672,67241,66219,110681,313214,609560,151911,107449,70827,426558,136500,83803,11.33,46.24,57.57,5.71,19.01,1.33,ND,ND,ND,ND,ND,ND,15.16,81.01,2.28
1459,2013,Nuevo León,19,70241,ND,ND,21144,27,ND,ND,75.07,80.61,77.81,2527508,22.76,ND,ND,ND,ND,2530646,91385,5058154,135761,134326,225092,661336,1387249,315243,224477,136918,1023265,270053,169201,139822,139407,234737,693295,1399180,334093,238763,141934,991223,278034,143974,275583,273733,459829,1354631,2786429,649336,463240,278852,2014488,548087,313175,9.30,40.84,50.13,4.18,18.07,1.39,ND,ND,ND,ND,ND,ND,11.61,75.54,2.14
1460,2013,Oaxaca,20,55289,ND,ND,26381,25,ND,ND,70.99,76.69,73.92,1921511,25.69,ND,ND,ND,ND,2084165,81670,4005676,125602,121273,200315,547092,1061836,263198,184156,122417,748318,247619,173081,126759,120729,197852,511196,939997,249357,172234,126060,634914,251755,146649,252361,242002,398167,1058288,2001833,512555,356390,248477,1383232,499374,319730,13.10,50.97,64.06,6.59,20.39,1.38,ND,ND,ND,ND,ND,ND,17.57,80.28,2.42
1461,2013,Puebla,21,94531,ND,ND,36009,24,ND,ND,70.91,76.58,73.84,2972202,20.91,ND,ND,ND,ND,3210876,130540,6183078,191837,187973,312490,872388,1695584,420567,296050,189610,1165708,377491,223563,194528,189257,313359,836524,1525605,410455,286353,195632,985493,384777,178201,386365,377230,625849,1708912,3221189,831022,582403,385242,2151201,762268,401764,10.41,49.77,60.18,5.82,21.11,1.53,ND,ND,ND,ND,ND,ND,16.79,80.36,2.41
1462,2013,Querétaro,22,31749,ND,ND,9026,25,ND,ND,73.02,78.59,75.83,983587,17.92,ND,ND,ND,ND,1024931,40775,2008518,58328,58402,98135,288487,572251,138226,98493,58060,389344,114065,57610,60128,59670,100055,284641,536172,138723,98338,61075,348712,119176,48358,118456,118072,198190,573128,1108423,276949,196831,119135,738056,233241,105968,8.08,45.10,53.18,4.49,20.30,1.58,ND,ND,ND,ND,ND,ND,14.54,79.69,2.22
1463,2013,Quintana Roo,23,23313,ND,ND,5236,25,ND,ND,73.23,78.76,75.86,741527,12.19,ND,ND,ND,ND,723437,28549,1464964,40193,40568,68992,216555,428066,102992,74568,42656,275299,81462,25352,41409,42036,71642,224716,437453,107582,77976,43979,278768,83524,25671,81602,82604,140634,441271,865519,210574,152544,86635,554067,164986,51023,5.13,42.06,47.18,3.57,19.49,1.59,ND,ND,ND,ND,ND,ND,14.22,70.81,2.05
1464,2013,San Luis Potosí,24,35994,ND,ND,16062,25,ND,ND,72.12,77.79,74.96,1334267,25.05,ND,ND,ND,ND,1397841,52056,2732108,84827,82451,136245,371470,730693,178829,125035,79009,514857,163777,107038,86321,83923,138475,364101,676737,178492,123940,81405,458063,166821,98014,171148,166374,274720,735571,1407430,357321,248975,160414,972920,330598,205052,12.00,47.91,59.91,5.88,19.05,1.32,ND,ND,ND,ND,ND,ND,15.58,80.53,2.25
1465,2013,Sinaloa,25,37356,ND,ND,15475,26,ND,ND,72.94,78.56,75.70,1468600,24.89,ND,ND,ND,ND,1485098,52831,2953698,85268,84382,140622,391858,788701,189693,133453,80508,576462,164979,107782,87756,87596,146352,402370,775105,197647,138891,84569,543196,169829,99472,173024,171978,286974,794228,1563806,387340,272344,165077,1119658,334808,207254,10.83,43.50,54.33,5.24,17.89,1.26,ND,ND,ND,ND,ND,ND,14.42,75.81,2.15
1466,2013,Sonora,26,36460,ND,ND,12954,26,ND,ND,73.78,79.35,76.49,1417156,21.90,ND,ND,ND,ND,1414052,49414,2831208,80933,79054,131554,372390,757311,178558,126058,79390,553912,161010,92255,84083,82539,137395,384318,759303,185764,130908,81785,540973,165372,83765,165016,161593,268949,756708,1516614,364322,256966,161175,1094885,326382,176020,9.51,43.40,52.91,4.58,17.45,1.29,ND,ND,ND,ND,ND,ND,13.48,73.32,2.09
1467,2013,Tabasco,27,35631,ND,ND,12158,25,ND,ND,71.53,77.16,74.31,1174809,18.58,ND,ND,ND,ND,1211679,47789,2386488,69249,68226,114223,335043,669728,159658,113661,71087,460120,138957,67447,69920,68409,114345,326760,626313,158098,112162,74481,424220,142689,64206,139169,136635,228568,661803,1296041,317756,225823,145568,884340,281646,131653,8.51,45.84,54.35,5.09,20.02,1.49,ND,ND,ND,ND,ND,ND,16.55,80.19,2.24
1468,2013,Tamaulipas,28,42699,ND,ND,17045,27,ND,ND,73.27,78.84,76.03,1702844,23.27,ND,ND,ND,ND,1736652,59744,3439496,95328,92422,153863,444797,936161,211173,149732,96929,695134,193508,121197,99293,96765,161144,454718,912583,219177,154798,100232,651841,199686,104009,194621,189187,315007,899515,1848744,430350,304530,197161,1346975,393194,225206,10.02,43.08,53.11,4.96,17.37,1.24,ND,ND,ND,ND,ND,ND,13.82,72.85,2.09
1469,2013,Tlaxcala,29,18377,ND,ND,7083,25,ND,ND,71.28,76.97,74.16,614891,20.06,ND,ND,ND,ND,651172,25460,1266063,38137,37216,61930,176987,353404,84489,59775,37547,244886,75381,40975,39066,38113,63316,173164,322713,84539,59336,39123,211588,77461,35784,77203,75329,125246,350151,676117,169028,119111,76670,456474,152842,76759,9.52,47.44,56.96,5.59,20.11,1.45,ND,ND,ND,ND,ND,ND,15.83,80.93,2.27
1470,2013,Veracruz,30,90297,ND,ND,51022,27,ND,ND,71.38,77.04,74.25,3931420,28.07,ND,ND,ND,ND,4174030,141319,8105450,230431,227883,379919,1077974,2206621,517468,365432,218056,1652711,445726,339244,237857,233807,388136,1052308,2016321,514344,360015,227204,1443173,461186,291882,468288,461690,768055,2130282,4222942,1031812,725447,445260,3095884,906912,631126,12.08,43.02,55.09,6.29,17.44,1.11,ND,ND,ND,ND,ND,ND,16.39,72.26,2.07
1471,2013,Yucatán,31,24793,ND,ND,11927,27,ND,ND,72.11,77.74,74.89,1031289,26.43,ND,ND,ND,ND,1058195,36720,2089484,58308,58754,98913,289588,576579,139588,99429,55262,411060,112297,77770,59953,60384,101660,294170,556861,143245,101969,56481,378079,114918,72015,118261,119138,200573,583758,1133440,282833,201398,111743,789139,227215,149785,10.91,41.29,52.20,5.71,17.57,1.19,ND,ND,ND,ND,ND,ND,15.60,67.97,2.01
1472,2013,Zacatecas,32,24345,ND,ND,9296,25,ND,ND,72.19,77.89,75.03,776643,24.25,ND,ND,ND,ND,806435,33641,1583078,47156,45916,76326,213688,419054,102999,72589,49058,291600,95128,60722,48323,46669,77236,207631,390001,101494,70927,50782,263392,97949,57711,95479,92585,153562,421319,809055,204493,143516,99840,554992,193077,118433,12.13,50.02,62.15,5.87,21.25,1.54,ND,ND,ND,ND,ND,ND,15.87,81.73,2.54
1473,2014,República Mexicana,0,1605343,-228815,1376528,656049,26,ND,349581,72.42,77.82,75.12,59237019,23.59,ND,120766,ND,-228815,61811585,2261392,121048604,3444108,3400098,5662384,16382977,33213784,7839565,5577279,3394795,24113737,6783954,4376957,3520794,3471025,5773570,16327435,31356040,7908260,5605715,3519543,21731664,6967238,3733083,6964902,6871123,11435954,32710412,64569824,15747825,11182994,6914338,45845401,13751192,8110040,10.32,43.77,54.09,5.42,18.68,1.33,-0.19,1.14,ND,ND,ND,-0.19,14.90,74.50,2.18
1474,2014,Aguascalientes,1,21217,ND,ND,5685,24,ND,ND,73.79,79.26,76.54,647766,17.75,ND,ND,ND,ND,672270,26902,1320036,40721,39987,66178,184537,362866,88922,62731,39440,250336,79327,38836,41351,41002,68078,187645,344350,91789,64713,41269,222920,81260,32701,82072,80989,134256,372182,707216,180711,127444,80709,473256,160587,71537,8.46,47.67,56.14,4.31,20.38,1.61,ND,ND,ND,ND,ND,ND,13.23,80.81,2.34
1475,2014,Baja California,2,41011,ND,ND,14476,26,ND,ND,73.28,78.65,75.90,1682234,18.62,ND,ND,ND,ND,1668647,55487,3350881,93594,92876,155224,458894,936239,219002,156654,91215,664774,184740,91775,97278,97147,162544,475985,949165,228859,163462,93285,659614,189962,79611,190872,190023,317768,934879,1885404,447861,320116,184500,1324388,374702,171386,7.59,40.73,48.32,4.32,16.56,1.22,ND,ND,ND,ND,ND,ND,12.06,63.82,1.90
1476,2014,Baja California Sur,3,9445,ND,ND,2981,27,ND,ND,73.73,79.02,76.26,363994,18.25,ND,ND,ND,ND,350287,12426,714281,19258,18770,31318,94274,196754,44414,31866,19786,140382,39188,18740,19757,19920,33582,102858,208906,48944,35282,20313,145252,39557,16994,39015,38690,64900,197132,405660,93358,67148,40099,285634,78745,35734,7.40,40.55,47.96,4.17,17.40,1.32,ND,ND,ND,ND,ND,ND,12.31,68.30,2.03
1477,2014,Campeche,4,12573,ND,ND,4714,26,ND,ND,72.42,77.93,75.11,447826,21.59,ND,ND,ND,ND,457490,17287,905316,25241,25365,42590,127754,253109,60972,43747,25860,175717,50131,27559,25388,25454,42751,126445,242737,61007,43710,26483,165138,50781,27530,50629,50819,85341,254199,495846,121979,87457,52343,340855,100912,55089,9.26,42.88,52.14,5.21,19.09,1.39,ND,ND,ND,ND,ND,ND,15.16,74.55,2.13
1478,2014,Coahuila,5,43300,ND,ND,13274,26,ND,ND,74.23,79.61,76.87,1484909,21.35,ND,ND,ND,ND,1494019,56574,2978928,85227,83719,138637,387676,801645,186238,131320,84292,590458,167620,96091,88283,87203,144752,402478,790099,195236,137687,88172,559177,174133,86711,173510,170922,283389,790154,1591744,381474,269007,172464,1149635,341753,182802,9.42,44.15,53.57,4.46,18.99,1.45,ND,ND,ND,ND,ND,ND,12.28,80.86,2.30
1479,2014,Colima,6,8524,ND,ND,3687,27,ND,ND,73.08,78.68,75.84,355299,23.83,ND,ND,ND,ND,360060,12211,715359,19194,19388,32629,98403,198986,47098,33857,19045,143088,37816,24374,19998,19797,33175,98576,192115,47307,33929,20370,135159,40367,21839,39192,39185,65804,196979,391101,94405,67786,39415,278247,78183,46213,9.72,40.81,50.53,5.15,17.07,1.19,ND,ND,ND,ND,ND,ND,13.76,65.56,1.95
1480,2014,Chiapas,7,111183,ND,ND,27752,22,ND,ND,70.56,76.04,73.28,2603618,14.84,ND,ND,ND,ND,2704822,138935,5308440,172539,166000,273985,758997,1410974,365690,257705,188121,895688,354381,138303,175556,166633,273174,725980,1295940,353021,246480,192976,807516,362551,135664,348095,332633,547159,1484977,2706914,718711,504185,381097,1703204,716932,273967,8.59,57.91,66.50,5.23,26.17,2.09,ND,ND,ND,ND,ND,ND,17.51,89.04,3.03
1481,2014,Chihuahua,8,43528,ND,ND,16567,26,ND,ND,73.41,78.79,76.07,1783455,21.45,ND,ND,ND,ND,1807032,60095,3590487,104500,101692,168398,476233,972842,228113,161407,101733,708610,208197,116521,107828,104863,173673,486687,955180,235016,166206,104656,671550,214457,103785,212328,206555,342071,962920,1928022,463129,327613,206389,1380160,422654,220306,9.40,43.84,53.24,4.61,16.74,1.21,ND,ND,ND,ND,ND,ND,12.89,67.39,2.01
1482,2014,Ciudad de México,9,75947,ND,ND,54003,32,ND,ND,74.30,79.71,77.11,4366057,42.94,ND,ND,ND,ND,4765204,129950,9131261,200678,207625,353319,1140689,2578456,536648,390954,188293,2178402,380622,487004,204616,211985,361144,1152614,2402974,548854,399695,194811,1879344,389963,348152,405294,419610,714463,2293303,4981430,1085502,790649,383104,4057746,770585,835156,13.15,30.63,43.78,5.91,14.23,0.83,ND,ND,ND,ND,ND,ND,12.56,57.25,1.70
1483,2014,Durango,10,27334,ND,ND,9284,25,ND,ND,72.60,78.02,75.28,874414,21.98,ND,ND,ND,ND,897811,36618,1772225,52580,51643,85719,239135,469497,115807,81731,54469,330991,105563,61670,53729,53037,88057,241430,450921,118431,83411,56158,303360,107662,56770,106309,104680,173776,480565,920418,234238,165142,110627,634351,213225,118440,10.62,48.33,58.96,5.24,20.66,1.54,ND,ND,ND,ND,ND,ND,14.91,80.12,2.47
1484,2014,Guanajuato,11,85007,ND,ND,31655,25,ND,ND,72.01,77.44,74.77,2875948,20.74,ND,ND,ND,ND,3044054,116662,5920002,178670,177192,295134,842963,1647132,406168,288226,174414,1130102,348933,198264,181739,179431,297645,818972,1517974,399611,281397,181208,990764,357442,168854,360409,356623,592779,1661935,3165106,805779,569623,355622,2120866,706375,367118,9.70,46.79,56.50,5.35,19.71,1.44,ND,ND,ND,ND,ND,ND,15.32,78.60,2.21
1485,2014,Guerrero,12,58962,ND,ND,23286,23,ND,ND,70.49,76.00,73.29,1748850,22.36,ND,ND,ND,ND,1856308,82248,3605158,115586,112954,186249,500272,939305,243459,170164,114792,641307,226282,140582,116968,112598,184570,479279,855178,235087,163115,119519,558140,232947,120053,232554,225552,370819,979551,1794483,478546,333279,234311,1199447,459229,260635,11.96,53.49,65.45,6.46,22.81,1.64,ND,ND,ND,ND,ND,ND,17.43,84.46,2.73
1486,2014,Hidalgo,13,34599,ND,ND,17116,26,ND,ND,71.67,77.13,74.45,1396390,24.51,ND,ND,ND,ND,1495434,51715,2891824,84601,81640,134988,386863,794725,183475,130127,82765,584213,169022,110465,87160,83860,137784,370634,712437,179365,125441,85859,503026,173769,95625,171761,165500,272772,757497,1507162,362840,255568,168624,1087239,342791,206090,11.17,45.59,56.76,5.92,17.88,1.20,ND,ND,ND,ND,ND,ND,16.07,73.07,2.10
1487,2014,Jalisco,14,113021,ND,ND,40179,26,ND,ND,73.25,78.68,75.96,3912138,23.01,ND,ND,ND,ND,4033768,153200,7945906,227789,223939,372657,1080771,2154827,516452,367734,227778,1537567,451936,283905,231980,229948,383791,1101449,2088138,533435,379592,235482,1406962,460567,243510,459769,453887,756448,2182220,4242965,1049887,747326,463260,2944529,912503,527415,10.29,44.70,54.99,5.06,19.28,1.42,ND,ND,ND,ND,ND,ND,14.10,79.99,2.24
1488,2014,México,15,213843,ND,ND,81857,27,ND,ND,72.12,77.49,74.83,8009472,20.67,ND,ND,ND,ND,8408760,295700,16418232,458696,452906,755635,2230434,4652108,1060799,758070,445021,3425162,899602,513947,466836,461633,770140,2221993,4355937,1072255,763748,463996,3056050,922624,425394,925532,914539,1525775,4452427,9008045,2133054,1521818,909017,6481212,1822226,939341,8.59,41.57,50.16,4.99,18.01,1.30,ND,ND,ND,ND,ND,ND,14.69,71.44,2.06
1489,2014,Michoacán,16,65761,ND,ND,29732,25,ND,ND,71.23,76.72,74.00,2256327,24.95,ND,ND,ND,ND,2391969,95493,4648296,137007,135745,226275,645879,1249097,312196,221666,140076,872595,272413,185114,137482,134643,223465,620010,1146530,302309,213487,144689,770642,277495,162162,274489,270388,449740,1265889,2395627,614505,435153,284765,1643237,549908,347276,11.94,47.85,59.78,6.40,20.54,1.41,ND,ND,ND,ND,ND,ND,16.40,80.40,2.38
