"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Выборгская","1909","497000","247300","249700","54600","27100","27500","442400","220200","222200","502497","","","","","","","","","17473","","","","","","","","","8824","","","","","","","","","-1263",""
"Выборгская","1910","498000","247900","250100","55100","27300","27800","442900","220600","222300","512981","","","","","","","","","16565","","","","","","","","","9545","","","","","","","","","-1229",""
"Выборгская","1911","509200","253800","255400","55400","27400","28000","453800","226400","227400","521469","","","","","","","","","16526","","","","","","","","","9059","","","","","","","","","-588",""
"Выборгская","1912","515000","256500","258500","56100","27600","28500","458900","228900","230000","529577","","","","","","","","","16473","","","","","","","","","8967","","","","","","","","","-846",""
"Выборгская","1913","533600","265500","268100","57200","28100","29100","476400","237400","239000","538374","","","","","","","","","15567","","","","","","","","","8771","","","","","","","","","-914",""
"Выборгская","1914","543500","270300","273200","58300","28600","29700","485200","241700","243500","546553","","","","","","","","","15799","","","","","","","","","8699","","","","","","","","","-699",""
"Вятская","1896","","","","","","","","","","3042950","","","","","","","","","165540","","","","","","","","","130154","","","","","","","","","-1159",""
"Вятская","1897","","","","","","","","","","3082619","","","","","","","","","173317","","","","","","","","","115809","","","","","","","","","-1037",""
"Вятская","1898","","","","","","","","","","3135885","","","","","","","","","172724","","","","","","","","","137455","","","","","","","","","-4916",""
"Вятская","1899","","","","","","","","","","3218022","","","","","","","","","172623","","","","","","","","","111556","","","","","","","","","-6004",""
"Вятская","1900","","","","","","","","","","3251990","","","","","","","","","172111","","","","","","","","","123826","","","","","","","","","-1924",""
"Вятская","1901","","","","","","","","","","3306802","","","","","","","","","181952","","","","","","","","","126986","","","","","","","","","-2256",""
"Вятская","1902","","","","","","","","","","3326736","","","","","","","","","174525","","","3194","1673","1521","171331","86983","84348","138959","","","2747","1471","1276","136212","68517","67695","-2001",""
"Вятская","1903","","","","","","","","","","3355847","","","95146","46627","48519","3260701","1594746","1665955","189230","","","3362","1680","1682","185868","94732","91136","113734","","","2734","1445","1289","111000","56664","54336","-3491",""
"Вятская","1904","3440300","1615100","1825200","93300","48100","45200","3347000","1567000","1780000","3395500","","","96326","47923","48403","3299174","1615097","1684077","179484","","","3434","1792","1642","176050","90110","85940","123747","","","3129","1706","1423","120618","60969","59649","-1179",""
"Вятская","1905","3496100","1644200","1851900","93600","48100","45500","3402500","1596100","1806400","3428685","","","98134","49168","48966","3330551","1622643","1707908","170054","","","3602","1844","1758","166452","85276","81176","133427","","","2846","1514","1332","130581","66823","63758","-1056",""
"Вятская","1906","3532600","1663000","1869600","94100","48300","45800","3438500","1614700","1823800","3470529","","","105346","52593","52753","3365183","1644415","1720768","196403","","","3724","1859","1865","192679","97848","94831","154272","","","3417","1852","1565","150855","76884","73971","-7621",""
"Вятская","1907","3572600","1683000","1889600","94400","48300","46100","3478200","1634700","1843500","3519838","","","106073","52677","53396","3413765","1668857","1744908","189760","","","4200","2116","2084","185560","94445","91115","126030","","","3740","2042","1698","122290","62092","60198","-10020",""
"Вятская","1908","3616000","1705100","1910900","94800","48500","46300","3521200","1656600","1864600","3557419","","","109437","54619","54818","3447982","1685715","1762267","181000","","","4003","2018","1985","176997","90413","86584","116028","","","3175","1742","1433","112853","57955","54898","-15267",""
"Вятская","1909","3683600","1740100","1943500","100500","50700","49800","3583100","1689400","1893700","3611141","","","118706","60954","57752","3492435","1709323","1783112","185050","","","4146","2106","2040","180904","92086","88818","128332","","","3379","1852","1527","124953","63648","61305","-9496",""
"Вятская","1910","3747000","1773000","1974000","101400","51200","50200","3645600","1721800","1923800","3590663","","","119329","60819","58510","3471334","1698182","1773152","202910","","","4906","2465","2441","198004","100696","97308","145173","","","4174","2283","1891","140999","72376","68623","-2463",""
"Вятская","1911","3806800","1806600","2000200","102900","52100","50800","3703900","1754500","1949400","3665193","","","128552","67448","61104","3536641","1730996","1805645","200573","","","5014","2598","2416","195559","99818","95741","136835","","","3887","2100","1787","132948","68050","64898","-5552",""
"Вятская","1912","3869100","1841300","2027800","104500","52800","51700","3764600","1788500","1976100","3703885","","","134265","68529","65736","3569620","1748027","1821593","188286","","","4905","2520","2385","183381","93251","90130","139445","","","4094","2287","1807","135351","69074","66277","-16004",""
"Вятская","1913","3928800","1874900","2053900","122400","61700","60700","3806400","1813200","1993200","3743259","","","139071","70504","68567","3604188","1764530","1839658","188351","","","4595","2414","2181","183756","94025","89731","136454","","","3704","1977","1727","132750","68142","64608","-15717",""
"Вятская","1914","3996700","1912100","2084600","134000","67500","66500","3862700","1844600","2018100","3813263","","","155720","79268","76452","3657543","1791198","1866345","197970","","","4359","2288","2071","193611","99093","94518","126554","","","3611","1974","1637","122943","63448","59495","-10324",""
"Гродненская","1896","","","","","","","","","","1625550","","","","","","","","","68599","","","","","","","","","42073","","","","","","","","","-1869",""
"Гродненская","1897","","","","","","","","","","1415815","","","","","","","","","67312","","","","","","","","","42182","","","","","","","","","-366",""
"Гродненская","1898","","","","","","","","","","1441062","","","","","","","","","59034","","","","","","","","","38404","","","","","","","","","-3136",""
"Гродненская","1899","","","","","","","","","","1504606","","","","","","","","","66042","","","","","","","","","42856","","","","","","","","","-3522",""
"Гродненская","1900","","","","","","","","","","1571220","","","","","","","","","70705","","","","","","","","","44243","","","","","","","","","-4073",""
"Гродненская","1901","","","","","","","","","","1602205","","","","","","","","","68052","","","","","","","","","42934","","","","","","","","","-2159",""
"Гродненская","1902","","","","","","","","","","1631645","","","","","","","","","70661","","","7470","4314","3156","63191","32846","30345","39741","","","4111","2114","1997","35630","18052","17578","-2584",""
"Гродненская","1903","","","","","","","","","","1652783","","","259524","128113","131411","1393259","696202","697057","64478","","","6854","3912","2942","57624","29692","27932","45794","","","4218","2258","1960","41576","21430","20146","-4030",""
"Гродненская","1904","1788900","911400","877500","268900","142400","126500","1520000","769000","751000","1636783","","","223984","111415","112569","1412799","707544","705255","65169","","","7084","4019","3065","58085","29895","28190","47066","","","4705","2514","2191","42361","21749","20612","-4739",""
"Гродненская","1905","1807000","921100","885900","271300","143900","127400","1535700","777200","758500","1650453","","","227999","113856","114143","1422454","717043","705411","63773","","","6345","3537","2808","57428","29365","28063","44167","","","4230","2311","1919","39937","20723","19214","-6282",""
"Гродненская","1906","1826600","930800","895800","273300","145000","128300","1553300","785800","767500","1671191","","","240025","120586","119439","1431166","721500","709666","66434","","","6345","3529","2816","60089","31256","28833","38296","","","4098","2268","1830","34198","17060","17138","-7712",""
"Гродненская","1907","1869900","954600","915300","310300","164700","145600","1559600","789900","769700","1715173","","","242272","121847","120425","1472901","735757","737144","67113","","","6517","3709","2808","60596","31399","29197","36864","","","3613","2002","1611","33251","17130","16121","-6398",""
"Гродненская","1908","1904300","973800","930500","314400","166900","147500","1589900","806900","783000","1699232","","","243131","121058","122073","1456101","736378","719723","62846","","","6228","3576","2652","56618","29347","27271","39384","","","4030","2245","1785","35354","18160","17194","-4645",""
"Гродненская","1909","1929200","983700","945500","327400","170600","156800","1601800","813100","788700","1722694","","","245329","122389","122940","1477365","748565","728800","62370","","","6068","3384","2684","56302","29413","26889","39405","","","3834","2086","1748","35571","18436","17135","-5267",""
"Гродненская","1910","1951700","994500","957200","335900","174000","161900","1615800","820500","795300","1781762","","","251473","125308","126165","1530289","770947","759342","62736","","","6151","3497","2654","56585","29470","27115","41685","","","3936","2132","1804","37749","19389","18360","-6711",""
"Гродненская","1911","1974400","1005500","968900","344200","177700","166500","1630200","827800","802400","1826516","","","264807","132137","132670","1561709","786034","775675","61781","","","6300","3480","2820","55481","28305","27176","37016","","","3881","2157","1724","33135","17112","16023","-4619",""
"Гродненская","1912","1997600","1016800","980800","351500","181100","170400","1646100","835700","810400","1855423","","","275705","137669","138036","1579718","794630","785088","62744","","","6646","3684","2962","56098","28800","27298","34926","","","3376","1923","1453","31550","16275","15275","-3952",""
"Гродненская","1913","2020300","1028200","992100","358800","184800","174000","1661500","843400","818100","1883241","","","286276","142713","143563","1596965","807747","789218","60854","","","6422","3536","2886","54432","28064","26368","36942","","","4119","2263","1856","32823","17060","15763","-5244",""
"Гродненская","1914","2048200","1041500","1006700","371600","190700","180900","1676600","850800","825800","1909824","","","302953","150886","152067","1606871","809846","797025","","","","","","","","","","","","","","","","","","","-4044",""
"Дагестанская обл.","1896","","","","","","","","","","598915","","","","","","","","","14479","","","","","","","","","12424","","","","","","","","","-32",""
"Дагестанская обл.","1897","","","","","","","","","","602024","","","","","","","","","13926","","","","","","","","","12674","","","","","","","","","-21",""
"Дагестанская обл.","1898","","","","","","","","","","604813","","","","","","","","","14297","","","","","","","","","12773","","","","","","","","","-37",""
"Дагестанская обл.","1899","","","","","","","","","","612904","","","","","","","","","12044","","","","","","","","","15848","","","","","","","","","-58",""
"Дагестанская обл.","1900","","","","","","","","","","618246","","","","","","","","","13295","","","","","","","","","11557","","","","","","","","","-73",""
"Дагестанская обл.","1901","","","","","","","","","","629301","","","","","","","","","15220","","","","","","","","","11940","","","","","","","","","-80",""
"Дагестанская обл.","1902","","","","","","","","","","639307","","","","","","","","","14568","","","232","114","118","14336","7817","6519","14063","","","225","128","97","13838","7451","6387","-84",""
"Дагестанская обл.","1903","","","","","","","","","","638050","","","9165","5924","3241","628885","323228","305657","14542","","","227","120","107","14315","7488","6827","11791","","","215","127","88","11576","6292","5284","-126",""
"Дагестанская обл.","1904","593700","302600","291100","34700","20600","14100","559000","282000","277000","649908","","","9408","6149","3259","640500","329080","311420","17720","","","1560","798","762","16160","8584","7576","12288","","","1008","559","449","11280","6090","5190","-174",""
"Дагестанская обл.","1905","599200","305400","293800","35300","20800","14500","563900","284600","279300","656932","","","48839","30724","18115","608093","308755","299338","17508","","","352","173","179","17156","9078","8078","16158","","","242","142","100","15916","8776","7140","-227",""
"Дагестанская обл.","1906","605100","308600","296500","35900","21100","14800","569200","287500","281700","652487","","","9581","5878","3703","642906","331020","311886","16094","","","1502","847","655","14592","7823","6769","12844","","","1267","684","583","11577","6300","5277","-256",""
"Дагестанская обл.","1907","614500","313700","300800","39800","23300","16500","574700","290400","284300","659952","","","58430","31564","26866","601522","312194","289328","15280","","","1591","807","784","13689","6946","6743","11834","","","1131","621","510","10703","5792","4911","-191",""
"Дагестанская обл.","1908","626500","320100","306400","44000","25500","18500","582500","294600","287900","667515","","","60358","35248","25110","607157","296609","310548","15271","","","1471","753","718","13800","7300","6500","12228","","","1171","620","551","11057","6302","4755","-114",""
"Дагестанская обл.","1909","662200","340400","321800","72500","42000","30500","589700","298400","291300","673224","","","65049","40160","24889","608175","317260","290915","14632","","","1439","733","706","13193","7014","6179","13424","","","1240","688","552","12184","6659","5525","-94",""
"Дагестанская обл.","1910","675800","347400","328400","77600","44600","33000","598200","302800","295400","679168","","","62538","38427","24111","616630","319844","296786","14826","","","1371","785","586","13455","7091","6364","14075","","","1319","823","496","12756","7074","5682","-134",""
"Дагестанская обл.","1911","689300","353800","335500","82700","47000","35700","606600","306800","299800","681589","","","64585","40796","23789","617004","319053","297951","16296","","","1512","932","580","14784","7900","6884","10225","","","1101","684","417","9124","4913","4211","-123",""
"Дагестанская обл.","1912","702500","360400","342100","86800","49000","37800","615700","311400","304300","684945","","","65586","42386","23200","619359","319864","299495","15754","","","1723","980","743","14031","7350","6681","11950","","","1341","761","580","10609","5624","4985","-139",""
"Дагестанская обл.","1913","715100","366900","348200","90600","50900","39700","624500","316000","308500","693111","","","71852","46111","25741","621259","313775","307484","17256","","","1607","890","717","15649","8000","7649","13047","","","1189","728","461","11858","6044","5814","-184",""
"Дагестанская обл.","1914","724200","371900","352300","91000","51000","40000","633200","320900","312300","700964","","","72579","43690","28889","628385","317695","310690","15567","","","1761","990","771","13806","7355","6451","11929","","","1591","932","659","10338","5317","5021","-123",""
"Екатеринославская","1896","","","","","","","","","","2020002","","","","","","","","","122065","","","","","","","","","55751","","","","","","","","","-390",""
"Екатеринославская","1897","","","","","","","","","","2112651","","","","","","","","","124434","","","","","","","","","58576","","","","","","","","","293",""
"Екатеринославская","1898","","","","","","","","","","2173458","","","","","","","","","124752","","","","","","","","","61767","","","","","","","","","631",""
"Екатеринославская","1899","","","","","","","","","","2297286","","","","","","","","","122743","","","","","","","","","57605","","","","","","","","","-258",""
"Екатеринославская","1900","","","","","","","","","","2402080","","","","","","","","","137208","","","","","","","","","63785","","","","","","","","","-3744",""
"Екатеринославская","1901","","","","","","","","","","2458750","","","","","","","","","132842","","","","","","","","","69104","","","","","","","","","-2452",""
"Екатеринославская","1902","","","","","","","","","","2485983","","","","","","","","","134197","","","15528","7979","7549","118669","61138","57531","71921","","","8763","4905","3858","63158","33479","29679","-3543",""
"Екатеринославская","1903","","","","","","","","","","2889866","","","354050","","","2535816","","","144407","","","14894","7682","7212","129513","66821","62692","69289","","","8296","4616","3680","60993","32037","28956","-3947",""
"Екатеринославская","1904","2578600","1327500","1251100","283600","146500","137100","2295000","1181000","1114000","3052353","","","384093","206669","177424","2668260","1400362","1267898","148794","","","16316","8440","7876","132478","67746","64732","67582","","","8930","4879","4051","58652","31071","27581","-4470",""
"Екатеринославская","1905","2659800","1367800","1292000","291000","150100","140900","2368800","1217700","1151100","2732246","","","371887","199747","172140","2360359","1247177","1113182","140202","","","15524","7972","7552","124678","63594","61084","84561","","","10472","5816","4656","74089","38975","35114","-3677",""
"Екатеринославская","1906","2708700","1394800","1313900","289300","152400","136900","2419400","1242400","1177000","2796396","","","403257","215474","187783","2393139","1250221","1142918","150259","","","16025","8067","7958","134234","69334","64900","75663","","","9202","5151","4051","66461","34943","31518","-7894",""
"Екатеринославская","1907","2783300","1431500","1351800","312000","161900","150100","2471300","1269600","1201700","2841646","","","419061","220680","198381","2422585","1304802","1117783","157406","","","17027","8756","8271","140379","72223","68156","78449","","","10556","5940","4616","67893","36193","31700","-9872",""
"Екатеринославская","1908","2866800","1472200","1394600","318700","164800","153900","2548100","1307400","1240700","2913292","","","402358","213213","189145","2510934","1330503","1180431","153332","","","17239","9288","7951","136093","69086","67007","81674","","","10238","5848","4390","71436","37996","33440","-22209",""
"Екатеринославская","1909","2980500","1528000","1452500","347200","178700","168500","2633300","1349300","1284000","2980171","","","409933","216647","193286","2570238","1354668","1215570","158511","","","18568","10085","8483","139943","71381","68562","84543","","","12709","7620","5089","71834","38514","33320","-39128",""
"Екатеринославская","1910","3061300","1567300","1494000","362300","186200","176100","2699000","1381100","1317900","3084878","","","474847","255576","219271","2610031","1389988","1220043","154781","","","14518","7448","7070","140263","71490","68773","99681","","","10655","6019","4636","89026","47432","41594","-29141",""
"Екатеринославская","1911","3138200","1605300","1532900","376600","193400","183200","2761600","1411900","1349700","3140133","","","446119","239817","206302","2694014","1431314","1262700","158272","","","15646","8011","7635","142626","73181","69445","67554","","","8714","4909","3805","58840","31931","26909","-4433",""
"Екатеринославская","1912","3214900","1642900","1572000","390400","200300","190100","2824500","1442600","1381900","3262496","","","482698","252432","230266","2779798","1472578","1307220","160308","","","16512","8442","8070","143796","73600","70196","74127","","","9032","5089","3943","65095","34977","30118","-4615",""
"Екатеринославская","1913","3290100","1679700","1610400","406500","207900","198600","2883600","1471800","1411800","3349565","","","490180","255786","234394","2859385","1511096","1348289","160371","","","16717","8605","8112","143654","74011","69643","79557","","","10079","5745","4334","69478","37716","31762","-16956",""
"Екатеринославская","1914","3455500","1763700","1691800","516500","265100","251400","2939000","1498600","1440400","3430379","","","496818","258646","238172","2933561","1547391","1386170","163101","","","18341","9455","8886","144760","74133","70627","76108","","","10595","5923","4672","65513","35674","29839","-23705",""
"Елисаветпольская","1896","","","","","","","","","","827879","","","","","","","","","20560","","","","","","","","","12906","","","","","","","","","7",""
"Елисаветпольская","1897","","","","","","","","","","862346","","","","","","","","","22171","","","","","","","","","7590","","","","","","","","","16",""
"Елисаветпольская","1898","","","","","","","","","","871557","","","","","","","","","21092","","","","","","","","","13784","","","","","","","","","12",""
"Елисаветпольская","1899","","","","","","","","","","880144","","","","","","","","","21541","","","","","","","","","15916","","","","","","","","","14",""
"Елисаветпольская","1900","","","","","","","","","","887425","","","","","","","","","22187","","","","","","","","","13591","","","","","","","","","2",""
"Елисаветпольская","1901","","","","","","","","","","892707","","","","","","","","","23216","","","","","","","","","13047","","","","","","","","","10",""
"Елисаветпольская","1902","","","","","","","","","","901584","","","","","","","","","25371","","","2438","","","22933","","","15597","","","1629","","","13968","","","-3",""
"Елисаветпольская","1903","","","","","","","","","","911758","","","86560","","","825198","","","25507","","","2652","1291","1361","22855","11109","11746","15696","","","1918","1065","853","13778","5935","7843","-8",""
"Елисаветпольская","1904","932100","513500","418600","88100","47500","40600","844000","466000","378000","921864","","","94243","53206","41037","827621","433950","393671","26414","","","2544","1457","1087","23870","13214","10656","15955","","","2008","1094","914","13947","7915","6032","-25",""
"Елисаветпольская","1905","942600","519200","423400","88700","47900","40800","853900","471300","382600","951889","","","99860","52805","47055","852029","466708","385321","23239","","","1291","","","21948","","","15477","","","1390","","","14087","","","-39",""
"Елисаветпольская","1906","953300","525800","427500","89600","48600","41000","863700","477200","386500","929896","","","90911","","","838985","","","25877","","","2206","1114","1092","23671","12739","10932","16515","","","2114","1146","968","14401","7759","6642","-95",""
"Елисаветпольская","1907","964500","532200","432300","90600","49200","41400","873900","483000","390900","953300","","","89600","48600","41000","863700","477200","386500","21606","","","2048","1082","966","19558","10668","8890","14595","","","1679","950","729","12916","7070","5846","-147",""
"Елисаветпольская","1908","977800","539500","438300","91800","50000","41800","886000","489500","396500","1092085","","","111131","57620","53511","980954","516339","464615","28962","","","1999","1066","933","26963","14048","12915","23174","","","1832","1000","832","21342","13138","8204","-41",""
"Елисаветпольская","1909","992100","546700","445400","93200","50700","42500","898900","496000","402900","1147226","","","120664","63652","57012","1026562","553821","472741","22062","","","1956","1021","935","20106","10758","9348","15462","","","1536","881","655","13926","7611","6315","-44",""
"Елисаветпольская","1910","1007800","554300","453500","95100","51600","43500","912700","502700","410000","1096708","","","106528","55470","51058","990180","521956","468224","25029","","","2304","1236","1068","22725","12225","10500","15952","","","1666","913","753","14286","7916","6370","-44",""
"Елисаветпольская","1911","1021900","561000","460900","96900","52400","44500","925000","508600","416400","1127949","","","142716","76337","66379","985233","551673","433560","25454","","","2194","1140","1054","23260","12640","10620","16570","","","1500","829","671","15070","8171","6899","-14","*"
"Елисаветпольская","1912","1035800","567400","468400","98700","53300","45400","937100","514100","423000","1230231","","","148044","76292","71752","1082187","560639","521548","27574","","","2692","1438","1254","24882","13401","11481","16929","","","1789","950","839","15140","8219","6921","2","*"
"Елисаветпольская","1913","1049600","574000","475600","100700","54300","46400","948900","519700","429200","1240874","","","143924","71744","72180","1096950","576747","520203","25013","","","2500","1273","1227","22513","12789","9724","16413","","","1819","987","832","14594","7528","7066","-30","*"
"Елисаветпольская","1914","1098000","599900","498100","137500","74900","62600","960500","525000","435500","1249494","","","144605","72084","72521","1104889","580716","524173","28903","","","2653","1468","1185","26250","13954","12296","18002","","","1806","1028","778","16196","8385","7811","-22","*"
"Енисейская","1896","","","","","","","","","","547633","","","","","","","","","27402","","","","","","","","","23639","","","","","","","","","18502",""
"Енисейская","1897","","","","","","","","","","547807","","","","","","","","","30146","","","","","","","","","20701","","","","","","","","","4209",""
"Енисейская","1898","","","","","","","","","","559902","","","","","","","","","29746","","","","","","","","","21435","","","","","","","","","19892",""
"Енисейская","1899","","","","","","","","","","566738","","","","","","","","","30525","","","","","","","","","20563","","","","","","","","","20264",""
"Енисейская","1900","","","","","","","","","","577851","","","","","","","","","34448","","","","","","","","","26083","","","","","","","","","25002",""
"Енисейская","1901","","","","","","","","","","587851","","","","","","","","","36344","","","","","","","","","24222","","","","","","","","","14313",""
"Енисейская","1902","","","","","","","","","","600467","","","","","","","","","35876","","","3213","1667","1546","32663","16685","15978","23016","","","2684","1630","1054","20332","10865","9467","13329",""
"Енисейская","1903","","","","","","","","","","670467","","","69483","37109","32374","600984","325728","275256","36712","","","3320","1719","1601","33392","17329","16063","24509","","","2711","1558","1153","21798","11499","10299","16692",""
"Енисейская","1904","634000","325700","308300","65000","33700","31300","569000","292000","277000","721218","","","80110","43411","36699","641108","329843","311265","36794","","","3092","1561","1531","33702","17236","16466","24416","","","2777","1607","1170","21639","11431","10208","597",""
"Енисейская","1905","649000","332800","316200","65700","33800","31900","583300","299000","284300","719116","","","76698","40199","36499","642418","340353","302065","32760","","","3076","1535","1541","29684","15288","14396","26616","","","3434","2002","1432","23182","12124","11058","684",""
"Енисейская","1906","657900","336800","321100","65900","33600","32300","592000","303200","288800","726315","","","79566","42716","36850","646749","339017","307732","38537","","","3724","1862","1862","34813","18619","16194","26857","","","3320","1915","1405","23537","12619","10918","14523",""
"Енисейская","1907","672600","343500","329100","67000","33900","33100","605600","309600","296000","766850","","","90487","48521","41966","676363","357184","319179","43920","","","4888","2512","2376","39032","19868","19164","30830","","","3840","2214","1626","26990","14324","12666","47111",""
"Енисейская","1908","689700","351900","337800","68400","34600","33800","621300","317300","304000","787778","","","98755","54498","44257","689023","362078","326945","49203","","","5223","2664","2559","43980","22403","21577","33584","","","4151","2344","1807","29433","15508","13925","58771",""
"Енисейская","1909","705300","359200","346100","69800","35000","34800","635500","324200","311300","817975","","","111254","59408","51846","706721","374291","332430","53381","","","5384","2718","2666","47997","24517","23480","34376","","","4525","2529","1996","29851","15785","14066","47685",""
"Енисейская","1910","859100","438700","420400","113800","58300","55500","745300","380400","364900","919973","","","123155","69052","54103","796818","422558","374260","56348","","","5495","2799","2696","50853","26169","24684","35706","","","4080","2302","1778","31626","17002","14624","11788",""
"Енисейская","1911","961600","489800","471800","136500","70000","66500","825100","419800","405300","966409","","","123571","67785","55786","842838","445209","397629","51981","","","4588","2387","2201","47393","24268","23125","28173","","","3577","2021","1556","24596","13366","11230","13137",""
"Енисейская","1912","970800","495500","475300","138800","71500","67300","832000","424000","408000","966409","","","123409","67691","55718","843000","445303","397697","58440","","","5138","2708","2430","53302","27451","25851","36451","","","3919","2280","1639","32532","17157","15375","21452",""
"Енисейская","1913","982500","502000","480500","142600","73700","68900","839900","428300","411600","1076181","","","134677","72924","61753","941504","489386","452118","59175","","","5209","2686","2523","53966","27660","26306","38520","","","3875","2182","1693","34645","18399","16246","19216",""
"Енисейская","1914","990400","506000","484400","142900","73900","69000","847500","432100","415400","1119208","","","147233","78504","68729","971975","503570","468405","60741","","","5050","2609","2441","55691","28692","26999","35696","","","3715","2103","1612","31981","16781","15200","13749",""
"Забайкальская обл.","1896","","","","","","","","","","609748","","","","","","","","","24504","","","","","","","","","15653","","","","","","","","","-16",""
"Забайкальская обл.","1897","","","","","","","","","","639721","","","","","","","","","25752","","","","","","","","","16664","","","","","","","","","16",""
"Забайкальская обл.","1898","","","","","","","","","","654055","","","","","","","","","24790","","","","","","","","","16252","","","","","","","","","172",""
"Забайкальская обл.","1899","","","","","","","","","","669671","","","","","","","","","25418","","","","","","","","","17512","","","","","","","","","69",""
"Забайкальская обл.","1900","","","","","","","","","","674890","","","","","","","","","27183","","","","","","","","","16659","","","","","","","","","173",""
"Забайкальская обл.","1901","","","","","","","","","","694545","","","","","","","","","26542","","","","","","","","","16115","","","","","","","","","846",""
"Забайкальская обл.","1902","","","","","","","","","","710165","","","","","","","","","24915","","","1628","","","23287","","","14776","","","1170","","","13606","","","-111",""
"Забайкальская обл.","1903","","","","","","","","","","720304","","","47336","","","672968","","","24309","","","2103","1057","1046","22206","11907","10299","16746","","","1319","641","678","15427","7632","7795","118",""
"Забайкальская обл.","1904","727500","374700","352800","47500","27700","19800","680000","347000","333000","670102","","","68443","35231","33212","601659","294525","307134","26318","","","2524","1282","1242","23794","12522","11272","19270","","","2071","1202","869","17199","8897","8302","-116",""
"Забайкальская обл.","1905","734500","378400","356100","47900","27700","20200","686600","350700","335900","824266","","","71116","42688","28428","753150","390780","362370","23917","","","2566","1299","1267","21351","11294","10057","21004","","","2384","1390","994","18620","9485","9135","-93",""
"Забайкальская обл.","1906","742200","382500","359700","48400","27800","20600","693800","354700","339100","764458","","","71116","42688","28428","693342","353980","339362","23514","","","2377","","","21137","","","16534","","","1855","","","14679","","","1878",""
"Забайкальская обл.","1907","741900","377500","364400","49300","28300","21000","692600","349200","343400","827253","","","84253","","","743000","","","25257","","","2807","","","22450","","","15019","","","2038","","","12981","","","1856",""
"Забайкальская обл.","1908","745600","384400","361200","52900","30100","22800","692700","354300","338400","862841","","","102433","","","760408","","","33376","","","3920","1994","1926","29456","15517","13939","21179","","","2712","1518","1194","18467","9785","8682","272","*"
"Забайкальская обл.","1909","806500","415300","391200","104000","56200","47800","702500","359100","343400","843151","","","114390","72892","41498","728761","375847","352914","35065","","","4364","2180","2184","30701","15781","14920","22053","","","2673","1497","1176","19380","9996","9384","620","*"
"Забайкальская обл.","1910","833400","429000","404400","113500","61100","52400","719900","367900","352000","860345","","","116652","74591","42061","743693","383686","360007","34209","","","4168","2130","2038","30041","15563","14478","22313","","","2021","1114","907","20292","10439","9853","1050","*"
"Забайкальская обл.","1911","853400","439100","414300","119900","64500","55400","733500","374600","358900","890602","","","139555","89734","49821","751047","387661","363386","36022","","","4436","2321","2115","31586","16634","14952","20859","","","1968","1083","885","18891","10139","8752","1745","*"
"Забайкальская обл.","1912","893200","465600","427600","135200","77400","57800","758000","388200","369800","888643","","","116803","70085","46718","771840","392442","379398","34931","","","4446","2179","2267","30485","15662","14823","21640","","","2233","1249","984","19407","10213","9194","3331","*"
"Забайкальская обл.","1913","920500","480400","440100","140400","80200","60200","780100","400200","379900","898353","","","124011","74225","49786","774342","396720","377622","35130","","","4183","2202","1981","30947","16093","14854","21619","","","2634","1484","1150","18985","9974","9011","3220","*"
"Забайкальская обл.","1914","945700","493700","452000","144300","82500","61800","801400","411200","390200","926757","","","141988","85702","56286","784769","404502","380267","42001","","","5249","2674","2575","36752","18910","17842","24791","","","3467","1985","1482","21324","11115","10209","1924",""
"Закаспийская обл.","1896","","","","","","","","","","700000","","","","","","","","","3415","","","","","","","","","3108","","","","","","","","","-4",""
"Закаспийская обл.","1897","","","","","","","","","","382327","","","","","","","","","3791","","","","","","","","","2203","","","","","","","","","8",""
"Закаспийская обл.","1898","","","","","","","","","","308905","","","","","","","","","3291","","","","","","","","","2084","","","","","","","","","11",""
"Закаспийская обл.","1899","","","","","","","","","","339238","","","","","","","","","5510","","","","","","","","","3390","","","","","","","","","7",""
"Закаспийская обл.","1900","","","","","","","","","","380235","","","","","","","","","9014","","","","","","","","","8380","","","","","","","","","0",""
"Закаспийская обл.","1901","","","","","","","","","","360515","","","","","","","","","8718","","","","","","","","","8109","","","","","","","","","0",""
"Закаспийская обл.","1902","","","","","","","","","","401212","","","","","","","","","9808","","","2107","","","7701","","","6708","","","1557","","","5151","","","-3",""
"Закаспийская обл.","1903","","","","","","","","","","364831","","","40075","","","324756","","","11865","","","1517","","","10348","","","7250","","","1020","","","6230","","","-5",""
"Закаспийская обл.","1904","388100","215300","172800","46100","34300","11800","342000","181000","161000","459097","","","89465","","","369632","","","9241","","","1482","","","7759","","","6066","","","1007","","","5059","","","-11",""
