"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Харьковская","1908","3118700","1573700","1545000","441700","225700","216000","2677000","1348000","1329000","3146374","","","395763","203488","192275","2750611","1404944","1345667","135698","","","14505","7562","6943","121193","62191","59002","76873","","","10646","5896","4750","66227","34319","31908","-30774",""
"Харьковская","1909","3180800","1604700","1576100","456400","232800","223600","2724400","1371900","1352500","3160667","","","399259","206004","193255","2761408","1554177","1207231","139450","","","14981","7841","7140","124469","64492","59977","87498","","","12332","6893","5439","75166","39591","35575","-27033",""
"Харьковская","1910","3245900","1637600","1608300","487000","248000","239000","2758900","1389600","1369300","3209230","","","407410","210390","197020","2801820","1443051","1358769","137405","","","15649","7923","7726","121756","63066","58690","96836","","","11733","5957","5776","85103","43570","41533","-20856",""
"Харьковская","1911","3288500","1658600","1629900","497200","252900","244300","2791300","1405700","1385600","3197936","","","427071","219682","207389","2770865","1433063","1337802","145628","","","16198","8372","7826","129430","66181","63249","76267","","","10631","5941","4690","65636","33988","31648","-6283",""
"Харьковская","1912","3329700","1678900","1650800","506900","257800","249100","2822800","1421100","1401700","3322177","","","428279","222345","205934","2893898","1503873","1390025","150506","","","15021","8808","6213","135485","70074","65411","73311","","","9786","5432","4354","63525","33966","29559","-4657",""
"Харьковская","1913","3367700","1697800","1669900","516200","262500","253700","2851500","1435300","1416200","3358563","","","428868","223953","204915","2929695","1500816","1428879","151615","","","15155","7856","7299","136460","70345","66115","85852","","","10438","5655","4783","75414","39225","36189","-8814",""
"Харьковская","1914","3416800","1724900","1691900","536400","275300","261100","2880400","1449600","1430800","3510573","","","446871","230163","216708","3063702","1601752","1461950","151203","","","15349","7882","7467","135854","69989","65865","79007","","","10650","6008","4642","68357","36834","31523","-14957",""
"Херсонская","1896","","","","","","","","","","2029441","","","","","","","","","117306","","","","","","","","","55921","","","","","","","","","-2776",""
"Херсонская","1897","","","","","","","","","","2231797","","","","","","","","","113453","","","","","","","","","55626","","","","","","","","","-45",""
"Херсонская","1898","","","","","","","","","","2289120","","","","","","","","","116575","","","","","","","","","93696","","","","","","","","","772",""
"Херсонская","1899","","","","","","","","","","2340599","","","","","","","","","121212","","","","","","","","","63696","","","","","","","","","-1670",""
